iter,train_logloss,val_logloss,val_acc,val_f1,best_f1
1,0.626427,0.633207,0.670103,0.802469,0.802469
2,0.622179,0.633963,0.670103,0.802469,0.802469
3,0.617377,0.634029,0.670103,0.802469,0.802469
4,0.613507,0.633905,0.670103,0.802469,0.802469
5,0.610269,0.633224,0.670103,0.802469,0.802469
6,0.606171,0.633807,0.670103,0.802469,0.802469
7,0.603114,0.633800,0.670103,0.802469,0.802469
8,0.600472,0.633545,0.670103,0.802469,0.802469
9,0.597212,0.634425,0.670103,0.802469,0.802469
10,0.593610,0.634554,0.670103,0.802469,0.802469
11,0.589494,0.634401,0.670103,0.802469,0.802469
12,0.586442,0.633655,0.670103,0.802469,0.802469
13,0.583020,0.634191,0.670103,0.802469,0.802469
14,0.580576,0.635084,0.670103,0.802469,0.802469
15,0.578909,0.635354,0.670103,0.802469,0.802469
16,0.576028,0.635482,0.670103,0.802469,0.802469
17,0.573509,0.635604,0.670103,0.802469,0.802469
18,0.569589,0.635637,0.670103,0.802469,0.802469
19,0.567166,0.636650,0.670103,0.802469,0.802469
20,0.565998,0.636904,0.670103,0.802469,0.802469
21,0.562764,0.636436,0.670103,0.802469,0.802469
22,0.561096,0.636641,0.670103,0.802469,0.802469
23,0.557800,0.637407,0.670103,0.802469,0.802469
24,0.555072,0.638652,0.670103,0.802469,0.802469
25,0.553339,0.638654,0.670103,0.802469,0.802469
26,0.552536,0.639141,0.670103,0.802469,0.802469
27,0.551086,0.638587,0.670103,0.802469,0.802469
28,0.549341,0.638718,0.670103,0.802469,0.802469
29,0.548234,0.638725,0.670103,0.802469,0.802469
30,0.545103,0.638724,0.670103,0.802469,0.802469
31,0.543954,0.638809,0.670103,0.802469,0.802469
32,0.542068,0.639113,0.670103,0.802469,0.802469
33,0.538971,0.640259,0.668385,0.801236,0.802469
34,0.536308,0.640355,0.668385,0.801236,0.802469
35,0.534077,0.640509,0.668385,0.801236,0.802469
36,0.532566,0.642970,0.668385,0.801236,0.802469
37,0.530412,0.644832,0.668385,0.801236,0.802469
38,0.527952,0.645200,0.668385,0.801236,0.802469
39,0.526823,0.646470,0.666667,0.799587,0.802469
40,0.525367,0.646770,0.663230,0.797101,0.802469
41,0.523861,0.646960,0.666667,0.797917,0.802469
