iter,train_logloss,val_logloss,val_acc,val_f1,best_f1
1,0.619115,0.638225,0.667049,0.800275,0.800275
2,0.617994,0.639340,0.667049,0.800275,0.800275
3,0.616495,0.640041,0.667049,0.800275,0.800275
4,0.615730,0.640738,0.667049,0.800275,0.800275
5,0.614007,0.641928,0.667049,0.800275,0.800275
6,0.612769,0.643916,0.667049,0.800275,0.800275
7,0.611813,0.644809,0.667049,0.800275,0.800275
8,0.611098,0.646132,0.667049,0.800275,0.800275
9,0.610026,0.648337,0.667049,0.800275,0.800275
10,0.609183,0.649730,0.667049,0.800275,0.800275
11,0.608506,0.652357,0.667049,0.800275,0.800275
12,0.607463,0.652253,0.667049,0.800275,0.800275
13,0.606901,0.652376,0.667049,0.800275,0.800275
14,0.606361,0.654698,0.667049,0.800275,0.800275
15,0.605648,0.656867,0.667049,0.800275,0.800275
16,0.604916,0.656840,0.667049,0.800275,0.800275
17,0.603779,0.657411,0.667049,0.800275,0.800275
18,0.603248,0.659964,0.667049,0.800275,0.800275
19,0.602243,0.661525,0.667049,0.800275,0.800275
20,0.601389,0.661545,0.667049,0.800275,0.800275
21,0.600265,0.661467,0.667049,0.800275,0.800275
22,0.599600,0.665395,0.667049,0.800275,0.800275
23,0.599047,0.668162,0.667049,0.800275,0.800275
24,0.598272,0.668395,0.667049,0.800275,0.800275
25,0.597115,0.669082,0.667049,0.800275,0.800275
26,0.596461,0.668982,0.667049,0.800275,0.800275
27,0.595686,0.670957,0.667049,0.800275,0.800275
28,0.594625,0.670895,0.667049,0.800275,0.800275
29,0.594203,0.671280,0.667049,0.800275,0.800275
30,0.593858,0.673445,0.667049,0.800275,0.800275
31,0.593426,0.674318,0.666476,0.799794,0.800275
32,0.592870,0.674712,0.666476,0.799794,0.800275
33,0.592291,0.678259,0.666476,0.799794,0.800275
34,0.591631,0.681699,0.666476,0.799794,0.800275
35,0.591041,0.680516,0.665903,0.799381,0.800275
36,0.590260,0.680767,0.665903,0.799381,0.800275
37,0.589778,0.681199,0.665903,0.799381,0.800275
38,0.589128,0.683918,0.666189,0.799518,0.800275
39,0.588516,0.683926,0.666189,0.799518,0.800275
40,0.588179,0.683932,0.666189,0.799518,0.800275
41,0.587169,0.683774,0.666189,0.799518,0.800275
