iter,train_logloss,val_logloss,val_acc,val_f1,best_f1
1,0.628905,0.634426,0.669724,0.802197,0.802197
2,0.628509,0.634331,0.669724,0.802197,0.802197
3,0.628190,0.634395,0.669724,0.802197,0.802197
4,0.627977,0.634341,0.669724,0.802197,0.802197
5,0.627787,0.634313,0.669724,0.802197,0.802197
6,0.627473,0.634440,0.669724,0.802197,0.802197
7,0.627186,0.634782,0.669724,0.802197,0.802197
8,0.627013,0.635119,0.669724,0.802197,0.802197
9,0.626802,0.635132,0.669724,0.802197,0.802197
10,0.626574,0.635097,0.669724,0.802197,0.802197
11,0.626366,0.635078,0.669724,0.802197,0.802197
12,0.626132,0.635262,0.669724,0.802197,0.802197
13,0.625900,0.635252,0.669724,0.802197,0.802197
14,0.625719,0.635246,0.669724,0.802197,0.802197
15,0.625602,0.635249,0.669724,0.802197,0.802197
16,0.625410,0.635394,0.669724,0.802197,0.802197
17,0.625226,0.635434,0.669724,0.802197,0.802197
18,0.625013,0.635596,0.669724,0.802197,0.802197
19,0.624834,0.635660,0.669724,0.802197,0.802197
20,0.624688,0.635674,0.669724,0.802197,0.802197
21,0.624442,0.635965,0.669724,0.802197,0.802197
22,0.624282,0.636126,0.669724,0.802197,0.802197
23,0.624114,0.636587,0.669724,0.802197,0.802197
24,0.623965,0.636616,0.669724,0.802197,0.802197
25,0.623796,0.636879,0.669724,0.802197,0.802197
26,0.623556,0.637083,0.669724,0.802197,0.802197
27,0.623434,0.637065,0.669724,0.802197,0.802197
28,0.623180,0.637654,0.669294,0.801616,0.802197
29,0.622963,0.638051,0.669223,0.801565,0.802197
30,0.622793,0.638029,0.669223,0.801565,0.802197
31,0.622613,0.638161,0.669223,0.801565,0.802197
32,0.622487,0.638341,0.669223,0.801565,0.802197
33,0.622333,0.638387,0.669223,0.801565,0.802197
34,0.622152,0.638397,0.669223,0.801565,0.802197
35,0.622049,0.638414,0.669223,0.801565,0.802197
36,0.621796,0.638455,0.669223,0.801565,0.802197
37,0.621647,0.638508,0.669151,0.801274,0.802197
38,0.621547,0.638540,0.669223,0.801274,0.802197
39,0.621437,0.638489,0.669079,0.801103,0.802197
40,0.621243,0.638819,0.668936,0.800999,0.802197
41,0.621115,0.639497,0.668148,0.800138,0.802197
