iter,train_logloss,val_logloss,val_acc,val_f1,best_f1
1,0.625166,0.634673,0.670103,0.802469,0.802469
2,0.619365,0.635047,0.670103,0.802469,0.802469
3,0.613882,0.634674,0.670103,0.802469,0.802469
4,0.607051,0.635953,0.670103,0.802469,0.802469
5,0.602207,0.636175,0.670103,0.802469,0.802469
6,0.597682,0.636490,0.670103,0.802469,0.802469
7,0.594480,0.637156,0.670103,0.802469,0.802469
8,0.589691,0.637390,0.670103,0.802469,0.802469
9,0.584362,0.637850,0.670103,0.802469,0.802469
10,0.580072,0.638574,0.670103,0.802469,0.802469
11,0.576267,0.638692,0.670103,0.802469,0.802469
12,0.572807,0.639449,0.670103,0.802469,0.802469
13,0.569213,0.639599,0.670103,0.802469,0.802469
14,0.565717,0.639815,0.670103,0.802469,0.802469
15,0.562317,0.639741,0.670103,0.802469,0.802469
16,0.558601,0.639875,0.670103,0.802469,0.802469
17,0.554536,0.640775,0.670103,0.802469,0.802469
18,0.551363,0.640565,0.670103,0.802469,0.802469
19,0.549614,0.641982,0.670103,0.802469,0.802469
20,0.545240,0.643501,0.670103,0.802469,0.802469
21,0.543491,0.644119,0.670103,0.802469,0.802469
22,0.540522,0.645402,0.670103,0.802469,0.802469
23,0.536923,0.645595,0.670103,0.802062,0.802469
24,0.533955,0.646133,0.670103,0.801653,0.802469
25,0.531632,0.647726,0.664948,0.797927,0.802469
26,0.530689,0.648011,0.664948,0.797508,0.802469
27,0.528650,0.649205,0.649485,0.785714,0.802469
28,0.527540,0.649771,0.652921,0.788260,0.802469
29,0.524042,0.649688,0.652921,0.788260,0.802469
30,0.520957,0.649657,0.652921,0.788260,0.802469
31,0.518938,0.651710,0.647766,0.782609,0.802469
32,0.516273,0.651288,0.651203,0.785639,0.802469
33,0.511505,0.653432,0.635739,0.773504,0.802469
34,0.509867,0.654528,0.628866,0.767742,0.802469
35,0.508395,0.657902,0.623711,0.763754,0.802469
36,0.506332,0.657654,0.632302,0.768898,0.802469
37,0.503188,0.659474,0.625430,0.762527,0.802469
38,0.500816,0.659632,0.623711,0.761697,0.802469
39,0.499369,0.659675,0.616838,0.756284,0.802469
40,0.498068,0.661736,0.609966,0.745230,0.802469
41,0.495975,0.662782,0.615120,0.749441,0.802469
