iter,train_logloss,val_logloss,val_acc,val_f1,best_f1
1,0.634032,0.636171,0.667144,0.800344,0.800344
2,0.633736,0.636144,0.667144,0.800344,0.800344
3,0.633436,0.636192,0.667144,0.800344,0.800344
4,0.633145,0.636292,0.667144,0.800344,0.800344
5,0.632891,0.636262,0.667144,0.800344,0.800344
6,0.632612,0.636427,0.667144,0.800344,0.800344
7,0.632378,0.636452,0.667144,0.800344,0.800344
8,0.632101,0.636482,0.667144,0.800344,0.800344
9,0.631891,0.636481,0.667144,0.800344,0.800344
10,0.631672,0.636620,0.667144,0.800344,0.800344
11,0.631470,0.636935,0.667144,0.800344,0.800344
12,0.631259,0.637146,0.667144,0.800344,0.800344
13,0.631029,0.637234,0.667144,0.800344,0.800344
14,0.630820,0.637889,0.667144,0.800344,0.800344
15,0.630595,0.638047,0.667144,0.800344,0.800344
16,0.630380,0.638054,0.667144,0.800344,0.800344
17,0.630139,0.638345,0.667144,0.800344,0.800344
18,0.629922,0.638322,0.667144,0.800344,0.800344
19,0.629730,0.638323,0.667144,0.800344,0.800344
20,0.629521,0.638768,0.667144,0.800344,0.800344
21,0.629272,0.639076,0.667144,0.800344,0.800344
22,0.629090,0.639403,0.667144,0.800344,0.800344
23,0.628859,0.639462,0.667144,0.800344,0.800344
24,0.628636,0.639687,0.667144,0.800344,0.800344
25,0.628469,0.640138,0.667144,0.800344,0.800344
26,0.628311,0.640252,0.667144,0.800344,0.800344
27,0.628111,0.640247,0.667144,0.800344,0.800344
28,0.627952,0.640256,0.667144,0.800344,0.800344
29,0.627747,0.640253,0.667144,0.800344,0.800344
30,0.627634,0.640320,0.667144,0.800344,0.800344
31,0.627492,0.640513,0.667144,0.800344,0.800344
32,0.627385,0.640970,0.667144,0.800344,0.800344
33,0.627161,0.641134,0.667144,0.800344,0.800344
34,0.626915,0.641289,0.667144,0.800344,0.800344
35,0.626733,0.641518,0.667108,0.800301,0.800344
36,0.626645,0.641542,0.667108,0.800301,0.800344
37,0.626555,0.641944,0.667001,0.800206,0.800344
38,0.626403,0.641898,0.666965,0.800189,0.800344
39,0.626318,0.643190,0.665962,0.799199,0.800344
40,0.626129,0.643288,0.665891,0.799139,0.800344
41,0.625950,0.643222,0.665819,0.799018,0.800344
