iter,train_logloss,val_logloss,val_acc,val_f1,best_f1
1,0.625404,0.634371,0.670103,0.802469,0.802469
2,0.619780,0.634410,0.670103,0.802469,0.802469
3,0.615178,0.635148,0.670103,0.802469,0.802469
4,0.608364,0.636233,0.670103,0.802469,0.802469
5,0.603531,0.636364,0.670103,0.802469,0.802469
6,0.598650,0.636624,0.670103,0.802469,0.802469
7,0.594022,0.637595,0.670103,0.802469,0.802469
8,0.589592,0.637515,0.670103,0.802469,0.802469
9,0.584128,0.637621,0.670103,0.802469,0.802469
10,0.578363,0.638476,0.670103,0.802469,0.802469
11,0.574604,0.638624,0.670103,0.802469,0.802469
12,0.570934,0.640648,0.670103,0.802469,0.802469
13,0.567271,0.640585,0.670103,0.802469,0.802469
14,0.563822,0.641011,0.670103,0.802469,0.802469
15,0.560954,0.640170,0.670103,0.802469,0.802469
16,0.557020,0.640243,0.670103,0.802469,0.802469
17,0.554302,0.640956,0.670103,0.802469,0.802469
18,0.550939,0.641015,0.670103,0.802469,0.802469
19,0.548248,0.642012,0.670103,0.802469,0.802469
20,0.544009,0.643323,0.670103,0.802469,0.802469
21,0.540074,0.643305,0.670103,0.802469,0.802469
22,0.538332,0.645130,0.670103,0.802469,0.802469
23,0.534665,0.644983,0.670103,0.802469,0.802469
24,0.531730,0.645494,0.670103,0.802469,0.802469
25,0.529564,0.646757,0.670103,0.802469,0.802469
26,0.528031,0.647828,0.670103,0.802469,0.802469
27,0.526301,0.649036,0.666667,0.800000,0.802469
28,0.524829,0.649562,0.666667,0.800000,0.802469
29,0.522000,0.650133,0.666667,0.800000,0.802469
30,0.518877,0.650105,0.666667,0.800000,0.802469
31,0.516705,0.652376,0.661512,0.796277,0.802469
32,0.514360,0.652038,0.659794,0.795031,0.802469
33,0.510847,0.653546,0.646048,0.784519,0.802469
34,0.508971,0.653935,0.646048,0.784519,0.802469
35,0.506666,0.656011,0.625430,0.765591,0.802469
36,0.504433,0.656467,0.623711,0.763754,0.802469
37,0.501963,0.657231,0.628866,0.767241,0.802469
38,0.499688,0.657274,0.628866,0.767241,0.802469
39,0.498156,0.657734,0.628866,0.767241,0.802469
40,0.496930,0.659818,0.616838,0.754675,0.802469
41,0.494666,0.661089,0.604811,0.742729,0.802469
