iter,train_logloss,val_logloss,val_acc,val_f1,best_f1
1,0.627386,0.638299,0.664877,0.798710,0.798710
2,0.627151,0.638438,0.664877,0.798710,0.798710
3,0.626928,0.638514,0.664877,0.798710,0.798710
4,0.626727,0.638711,0.664877,0.798710,0.798710
5,0.626543,0.638854,0.664877,0.798710,0.798710
6,0.626366,0.639008,0.664877,0.798710,0.798710
7,0.626194,0.639147,0.664877,0.798710,0.798710
8,0.626092,0.639474,0.664877,0.798710,0.798710
9,0.626004,0.639610,0.664877,0.798710,0.798710
10,0.625842,0.639675,0.664877,0.798710,0.798710
11,0.625683,0.639946,0.664877,0.798710,0.798710
12,0.625530,0.640238,0.664877,0.798710,0.798710
13,0.625395,0.640315,0.664877,0.798710,0.798710
14,0.625264,0.640427,0.664877,0.798710,0.798710
15,0.625143,0.640583,0.664877,0.798710,0.798710
16,0.625062,0.640714,0.664877,0.798710,0.798710
17,0.624963,0.641017,0.664877,0.798710,0.798710
18,0.624825,0.641081,0.664877,0.798710,0.798710
19,0.624705,0.641304,0.664877,0.798710,0.798710
20,0.624590,0.641443,0.664877,0.798710,0.798710
21,0.624498,0.641566,0.664877,0.798710,0.798710
22,0.624378,0.641685,0.664877,0.798710,0.798710
23,0.624269,0.642113,0.664877,0.798710,0.798710
24,0.624158,0.642144,0.664877,0.798710,0.798710
25,0.624061,0.642164,0.664877,0.798710,0.798710
26,0.623965,0.642152,0.664877,0.798710,0.798710
27,0.623863,0.642193,0.664877,0.798710,0.798710
28,0.623769,0.642228,0.664877,0.798710,0.798710
29,0.623672,0.642363,0.664877,0.798710,0.798710
30,0.623613,0.642577,0.664877,0.798710,0.798710
31,0.623542,0.642626,0.664877,0.798710,0.798710
32,0.623444,0.642638,0.664877,0.798710,0.798710
33,0.623355,0.643093,0.664877,0.798710,0.798710
34,0.623278,0.643233,0.664877,0.798710,0.798710
35,0.623196,0.643434,0.664877,0.798710,0.798710
36,0.623104,0.643439,0.664877,0.798710,0.798710
37,0.623023,0.643473,0.664877,0.798710,0.798710
38,0.622933,0.643499,0.664877,0.798710,0.798710
39,0.622859,0.643608,0.664877,0.798710,0.798710
40,0.622800,0.643673,0.664877,0.798710,0.798710
41,0.622715,0.643669,0.664877,0.798710,0.798710
