iter,train_logloss,val_logloss,val_acc,val_f1,best_f1
1,0.623775,0.641608,0.661125,0.795997,0.795997
2,0.623301,0.642062,0.661125,0.795997,0.795997
3,0.622858,0.643436,0.661125,0.795997,0.795997
4,0.622430,0.644646,0.661125,0.795997,0.795997
5,0.622034,0.645874,0.661125,0.795997,0.795997
6,0.621706,0.646167,0.661125,0.795997,0.795997
7,0.621267,0.647841,0.661125,0.795997,0.795997
8,0.620839,0.648660,0.661125,0.795997,0.795997
9,0.620512,0.649440,0.661125,0.795997,0.795997
10,0.620167,0.650140,0.661125,0.795997,0.795997
11,0.619835,0.652146,0.661125,0.795997,0.795997
12,0.619412,0.653121,0.661125,0.795997,0.795997
13,0.618983,0.653220,0.661125,0.795997,0.795997
14,0.618624,0.653244,0.661125,0.795997,0.795997
15,0.618309,0.654579,0.661125,0.795997,0.795997
16,0.617953,0.657093,0.661125,0.795997,0.795997
17,0.617624,0.657070,0.661125,0.795997,0.795997
18,0.617388,0.657086,0.661125,0.795997,0.795997
19,0.616988,0.658866,0.661125,0.795997,0.795997
20,0.616770,0.659977,0.661125,0.795997,0.795997
21,0.616572,0.660243,0.661125,0.795997,0.795997
22,0.616098,0.660198,0.661125,0.795997,0.795997
23,0.615741,0.662807,0.661125,0.795997,0.795997
24,0.615472,0.664635,0.661125,0.795997,0.795997
25,0.615096,0.664692,0.661125,0.795997,0.795997
26,0.614851,0.666336,0.661125,0.795997,0.795997
27,0.614608,0.668165,0.661125,0.795997,0.795997
28,0.614213,0.668077,0.661125,0.795997,0.795997
29,0.613958,0.667962,0.661125,0.795997,0.795997
30,0.613688,0.671330,0.661125,0.795997,0.795997
31,0.613428,0.671504,0.661125,0.795997,0.795997
32,0.613228,0.671507,0.661125,0.795997,0.795997
33,0.612895,0.671760,0.661125,0.795997,0.795997
34,0.612611,0.671726,0.661125,0.795997,0.795997
35,0.612341,0.671682,0.661125,0.795997,0.795997
36,0.612138,0.671751,0.661125,0.795997,0.795997
37,0.611990,0.672555,0.661125,0.795997,0.795997
38,0.611825,0.672513,0.661125,0.795997,0.795997
39,0.611521,0.672536,0.661125,0.795997,0.795997
40,0.611289,0.672880,0.661125,0.795997,0.795997
41,0.610959,0.672848,0.661125,0.795997,0.795997
