iter,train_logloss,val_logloss,val_acc,val_f1,best_f1
1,0.625960,0.638290,0.665389,0.799080,0.799080
2,0.625662,0.638582,0.665389,0.799080,0.799080
3,0.625390,0.639062,0.665389,0.799080,0.799080
4,0.625084,0.639490,0.665389,0.799080,0.799080
5,0.624837,0.639913,0.665389,0.799080,0.799080
6,0.624629,0.640621,0.665389,0.799080,0.799080
7,0.624425,0.641439,0.665389,0.799080,0.799080
8,0.624214,0.641847,0.665389,0.799080,0.799080
9,0.624027,0.642863,0.665389,0.799080,0.799080
10,0.623783,0.642841,0.665389,0.799080,0.799080
11,0.623601,0.643456,0.665389,0.799080,0.799080
12,0.623399,0.643990,0.665389,0.799080,0.799080
13,0.623199,0.644185,0.665389,0.799080,0.799080
14,0.623040,0.644540,0.665389,0.799080,0.799080
15,0.622910,0.644711,0.665389,0.799080,0.799080
16,0.622790,0.644937,0.665389,0.799080,0.799080
17,0.622638,0.645938,0.665389,0.799080,0.799080
18,0.622459,0.646516,0.665389,0.799080,0.799080
19,0.622263,0.647459,0.665389,0.799080,0.799080
20,0.622103,0.648068,0.665389,0.799080,0.799080
21,0.621933,0.648264,0.665389,0.799080,0.799080
22,0.621830,0.648253,0.665389,0.799080,0.799080
23,0.621718,0.648218,0.665389,0.799080,0.799080
24,0.621555,0.648667,0.665389,0.799080,0.799080
25,0.621349,0.648708,0.665389,0.799080,0.799080
26,0.621195,0.648758,0.665389,0.799080,0.799080
27,0.621052,0.649482,0.665389,0.799080,0.799080
28,0.620888,0.649587,0.665389,0.799080,0.799080
29,0.620775,0.649713,0.665389,0.799080,0.799080
30,0.620588,0.649826,0.665389,0.799080,0.799080
31,0.620462,0.650387,0.665389,0.799080,0.799080
32,0.620216,0.650414,0.665389,0.799080,0.799080
33,0.620090,0.650425,0.665389,0.799080,0.799080
34,0.619919,0.650943,0.665389,0.799080,0.799080
35,0.619790,0.650951,0.665389,0.799080,0.799080
36,0.619616,0.650951,0.665389,0.799080,0.799080
37,0.619464,0.651367,0.665389,0.799080,0.799080
38,0.619350,0.651415,0.665389,0.799080,0.799080
39,0.619171,0.651493,0.665389,0.799080,0.799080
40,0.618998,0.651586,0.665389,0.799080,0.799080
41,0.618849,0.651553,0.665389,0.799080,0.799080
