iter,train_logloss,val_logloss,val_acc,val_f1,best_f1
1,0.628902,0.659137,0.635739,0.777311,0.777311
2,0.624148,0.659507,0.635739,0.777311,0.777311
3,0.620205,0.660018,0.635739,0.777311,0.777311
4,0.615951,0.658948,0.635739,0.777311,0.777311
5,0.611722,0.660629,0.635739,0.777311,0.777311
6,0.607800,0.662284,0.635739,0.777311,0.777311
7,0.604343,0.663411,0.635739,0.777311,0.777311
8,0.599399,0.663159,0.635739,0.777311,0.777311
9,0.593872,0.662616,0.635739,0.777311,0.777311
10,0.590620,0.663639,0.635739,0.777311,0.777311
11,0.587631,0.665307,0.635739,0.777311,0.777311
12,0.584861,0.667657,0.635739,0.777311,0.777311
13,0.581704,0.666824,0.635739,0.777311,0.777311
14,0.578866,0.668153,0.635739,0.777311,0.777311
15,0.574248,0.668719,0.635739,0.777311,0.777311
16,0.570092,0.668725,0.635739,0.777311,0.777311
17,0.567501,0.670477,0.635739,0.777311,0.777311
18,0.564420,0.673146,0.635739,0.777311,0.777311
19,0.563475,0.675827,0.635739,0.777311,0.777311
20,0.561309,0.676465,0.635739,0.777311,0.777311
21,0.560023,0.679871,0.635739,0.777311,0.777311
22,0.557305,0.680060,0.635739,0.777311,0.777311
23,0.553579,0.680567,0.635739,0.777311,0.777311
24,0.550696,0.680265,0.635739,0.777311,0.777311
25,0.549408,0.681004,0.635739,0.777311,0.777311
26,0.548037,0.680777,0.635739,0.777311,0.777311
27,0.546835,0.684242,0.635739,0.777311,0.777311
28,0.543473,0.684318,0.635739,0.777311,0.777311
29,0.541789,0.688042,0.635739,0.777311,0.777311
30,0.538509,0.688022,0.635739,0.777311,0.777311
31,0.536725,0.688625,0.635739,0.777311,0.777311
32,0.533747,0.690888,0.635739,0.777311,0.777311
33,0.531310,0.690613,0.635739,0.777311,0.777311
34,0.528806,0.693331,0.635739,0.777311,0.777311
35,0.526917,0.693785,0.635739,0.777311,0.777311
36,0.525380,0.696393,0.635739,0.777311,0.777311
37,0.523384,0.695958,0.635739,0.777311,0.777311
38,0.521639,0.698635,0.635739,0.777311,0.777311
39,0.519583,0.698771,0.635739,0.777311,0.777311
40,0.517019,0.699288,0.635739,0.777311,0.777311
41,0.516454,0.703897,0.635739,0.777311,0.777311
