iter,train_logloss,val_logloss,val_acc,val_f1,best_f1
1,0.629098,0.634437,0.669724,0.802197,0.802197
2,0.628966,0.634381,0.669724,0.802197,0.802197
3,0.628823,0.634354,0.669724,0.802197,0.802197
4,0.628752,0.634305,0.669724,0.802197,0.802197
5,0.628694,0.634279,0.669724,0.802197,0.802197
6,0.628562,0.634280,0.669724,0.802197,0.802197
7,0.628480,0.634252,0.669724,0.802197,0.802197
8,0.628404,0.634224,0.669724,0.802197,0.802197
9,0.628358,0.634195,0.669724,0.802197,0.802197
10,0.628283,0.634196,0.669724,0.802197,0.802197
11,0.628235,0.634180,0.669724,0.802197,0.802197
12,0.628117,0.634180,0.669724,0.802197,0.802197
13,0.628078,0.634175,0.669724,0.802197,0.802197
14,0.628011,0.634175,0.669724,0.802197,0.802197
15,0.627952,0.634159,0.669724,0.802197,0.802197
16,0.627869,0.634198,0.669724,0.802197,0.802197
17,0.627771,0.634225,0.669724,0.802197,0.802197
18,0.627718,0.634271,0.669724,0.802197,0.802197
19,0.627665,0.634272,0.669724,0.802197,0.802197
20,0.627589,0.634255,0.669724,0.802197,0.802197
21,0.627513,0.634305,0.669724,0.802197,0.802197
22,0.627446,0.634384,0.669724,0.802197,0.802197
23,0.627374,0.634459,0.669724,0.802197,0.802197
24,0.627320,0.634478,0.669724,0.802197,0.802197
25,0.627240,0.634536,0.669724,0.802197,0.802197
26,0.627198,0.634531,0.669724,0.802197,0.802197
27,0.627143,0.634527,0.669724,0.802197,0.802197
28,0.627113,0.634528,0.669724,0.802197,0.802197
29,0.626998,0.634525,0.669724,0.802197,0.802197
30,0.626973,0.634543,0.669724,0.802197,0.802197
31,0.626906,0.634621,0.669724,0.802197,0.802197
32,0.626822,0.634621,0.669724,0.802197,0.802197
33,0.626790,0.634614,0.669724,0.802197,0.802197
34,0.626741,0.634747,0.669724,0.802197,0.802197
35,0.626712,0.634774,0.669724,0.802197,0.802197
36,0.626667,0.634771,0.669724,0.802197,0.802197
37,0.626618,0.634755,0.669724,0.802197,0.802197
38,0.626581,0.634755,0.669724,0.802197,0.802197
39,0.626559,0.634760,0.669724,0.802197,0.802197
40,0.626502,0.634872,0.669724,0.802197,0.802197
41,0.626478,0.634891,0.669724,0.802197,0.802197
