iter,train_logloss,val_logloss,val_acc,val_f1,best_f1
1,0.633895,0.636150,0.667144,0.800344,0.800344
2,0.633534,0.636051,0.667144,0.800344,0.800344
3,0.633185,0.636038,0.667144,0.800344,0.800344
4,0.632820,0.636063,0.667144,0.800344,0.800344
5,0.632492,0.636055,0.667144,0.800344,0.800344
6,0.632169,0.636093,0.667144,0.800344,0.800344
7,0.631858,0.636116,0.667144,0.800344,0.800344
8,0.631596,0.636166,0.667144,0.800344,0.800344
9,0.631306,0.636524,0.667144,0.800344,0.800344
10,0.631015,0.636526,0.667144,0.800344,0.800344
11,0.630783,0.636621,0.667144,0.800344,0.800344
12,0.630529,0.636736,0.667144,0.800344,0.800344
13,0.630246,0.636865,0.667144,0.800344,0.800344
14,0.630014,0.636871,0.667144,0.800344,0.800344
15,0.629735,0.636904,0.667144,0.800344,0.800344
16,0.629398,0.637164,0.667144,0.800344,0.800344
17,0.629158,0.637269,0.667144,0.800344,0.800344
18,0.628929,0.637445,0.667144,0.800344,0.800344
19,0.628687,0.637580,0.667144,0.800344,0.800344
20,0.628444,0.638195,0.667144,0.800344,0.800344
21,0.628227,0.638269,0.667144,0.800344,0.800344
22,0.628006,0.638340,0.667144,0.800344,0.800344
23,0.627730,0.638486,0.667144,0.800344,0.800344
24,0.627542,0.639055,0.667144,0.800344,0.800344
25,0.627305,0.639114,0.667144,0.800344,0.800344
26,0.627151,0.639211,0.667144,0.800344,0.800344
27,0.626952,0.639684,0.667216,0.800378,0.800378
28,0.626732,0.639816,0.667216,0.800378,0.800378
29,0.626512,0.640047,0.667216,0.800378,0.800378
30,0.626363,0.640084,0.667216,0.800378,0.800378
31,0.626178,0.640135,0.667216,0.800378,0.800378
32,0.626012,0.640812,0.667180,0.800352,0.800378
33,0.625847,0.641378,0.667180,0.800352,0.800378
34,0.625636,0.641374,0.667180,0.800352,0.800378
35,0.625520,0.641715,0.667180,0.800344,0.800378
36,0.625380,0.641728,0.667216,0.800361,0.800378
37,0.625131,0.641851,0.667287,0.800387,0.800387
38,0.624910,0.641836,0.667287,0.800387,0.800387
39,0.624666,0.641960,0.667323,0.800404,0.800404
40,0.624472,0.642039,0.667252,0.800370,0.800404
41,0.624216,0.642130,0.667252,0.800370,0.800404
42,0.624007,0.642290,0.667252,0.800352,0.800404
43,0.623848,0.643610,0.667001,0.800112,0.800404
44,0.623640,0.643891,0.666893,0.799983,0.800404
45,0.623448,0.643978,0.666822,0.799923,0.800404
46,0.623253,0.644044,0.666858,0.799931,0.800404
47,0.623072,0.644072,0.666858,0.799931,0.800404
48,0.622954,0.644106,0.666893,0.799948,0.800404
49,0.622775,0.644132,0.666750,0.799776,0.800404
50,0.622602,0.644175,0.666786,0.799750,0.800404
51,0.622414,0.644255,0.666571,0.799595,0.800404
52,0.622237,0.644302,0.666535,0.799570,0.800404
53,0.622074,0.644466,0.665604,0.798759,0.800404
54,0.621920,0.644514,0.665425,0.798577,0.800404
55,0.621709,0.644880,0.665031,0.798162,0.800404
56,0.621540,0.644904,0.664888,0.798067,0.800404
57,0.621341,0.645095,0.664781,0.797884,0.800404
58,0.621170,0.645173,0.664781,0.797858,0.800404
59,0.621036,0.645183,0.664494,0.797641,0.800404
60,0.620848,0.645229,0.664315,0.797503,0.800404
61,0.620693,0.645224,0.664387,0.797555,0.800404
62,0.620537,0.645402,0.663814,0.797104,0.800404
63,0.620400,0.645600,0.663921,0.797121,0.800404
64,0.620222,0.645800,0.663277,0.796459,0.800404
65,0.620119,0.646111,0.662525,0.795787,0.800404
66,0.619806,0.646280,0.662453,0.795656,0.800404
67,0.619687,0.646378,0.661880,0.795211,0.800404
68,0.619496,0.646497,0.661379,0.794720,0.800404
69,0.619409,0.646516,0.661200,0.794536,0.800404
70,0.619228,0.646564,0.661415,0.794738,0.800404
71,0.619106,0.646651,0.661415,0.794684,0.800404
72,0.618940,0.648366,0.657081,0.789982,0.800404
73,0.618747,0.648333,0.657225,0.790088,0.800404
74,0.618599,0.648342,0.657225,0.790079,0.800404
75,0.618494,0.648533,0.656580,0.789481,0.800404
76,0.618279,0.648548,0.656544,0.789417,0.800404
77,0.618101,0.648558,0.656473,0.789364,0.800404
78,0.617935,0.648556,0.656580,0.789407,0.800404
79,0.617709,0.648572,0.656473,0.789318,0.800404
