iter,train_logloss,val_logloss,val_acc,val_f1,best_f1
1,0.623801,0.641659,0.661125,0.795997,0.795997
2,0.623475,0.642155,0.661125,0.795997,0.795997
3,0.623159,0.642302,0.661125,0.795997,0.795997
4,0.622895,0.642944,0.661125,0.795997,0.795997
5,0.622594,0.643664,0.661125,0.795997,0.795997
6,0.622337,0.644006,0.661125,0.795997,0.795997
7,0.622018,0.644873,0.661125,0.795997,0.795997
8,0.621703,0.645102,0.661125,0.795997,0.795997
9,0.621458,0.645611,0.661125,0.795997,0.795997
10,0.621154,0.646024,0.661125,0.795997,0.795997
11,0.620821,0.646637,0.661125,0.795997,0.795997
12,0.620540,0.646952,0.661125,0.795997,0.795997
13,0.620253,0.647152,0.661125,0.795997,0.795997
14,0.619938,0.647281,0.661125,0.795997,0.795997
15,0.619725,0.648026,0.661125,0.795997,0.795997
16,0.619442,0.648480,0.661125,0.795997,0.795997
17,0.619252,0.649329,0.661125,0.795997,0.795997
18,0.618960,0.649440,0.661125,0.795997,0.795997
19,0.618735,0.650083,0.661125,0.795997,0.795997
20,0.618582,0.650237,0.661125,0.795997,0.795997
21,0.618389,0.651239,0.661125,0.795997,0.795997
22,0.618278,0.651746,0.661125,0.795997,0.795997
23,0.618062,0.652110,0.661125,0.795997,0.795997
24,0.617834,0.652858,0.661125,0.795997,0.795997
25,0.617577,0.652957,0.661125,0.795997,0.795997
26,0.617319,0.653000,0.661125,0.795997,0.795997
27,0.617109,0.653424,0.661125,0.795997,0.795997
28,0.616901,0.653723,0.661125,0.795997,0.795997
29,0.616658,0.653966,0.661125,0.795997,0.795997
30,0.616525,0.654920,0.661125,0.795997,0.795997
31,0.616263,0.655673,0.661125,0.795997,0.795997
32,0.615971,0.655711,0.661125,0.795997,0.795997
33,0.615680,0.656217,0.661125,0.795997,0.795997
34,0.615465,0.656789,0.661125,0.795997,0.795997
35,0.615325,0.656744,0.661125,0.795997,0.795997
36,0.615038,0.656753,0.661125,0.795997,0.795997
37,0.614828,0.658078,0.661125,0.795997,0.795997
38,0.614699,0.657999,0.661125,0.795997,0.795997
39,0.614439,0.658409,0.661125,0.795997,0.795997
40,0.614269,0.659553,0.661125,0.795997,0.795997
41,0.613970,0.659591,0.661125,0.795997,0.795997
