iter,train_logloss,val_logloss,val_acc,val_f1,best_f1
1,0.629848,0.659222,0.635739,0.777311,0.777311
2,0.625620,0.659314,0.635739,0.777311,0.777311
3,0.621071,0.659564,0.635739,0.777311,0.777311
4,0.617558,0.660125,0.635739,0.777311,0.777311
5,0.613913,0.660901,0.635739,0.777311,0.777311
6,0.610312,0.661532,0.635739,0.777311,0.777311
7,0.606789,0.661808,0.635739,0.777311,0.777311
8,0.604572,0.662738,0.635739,0.777311,0.777311
9,0.601920,0.661659,0.635739,0.777311,0.777311
10,0.598648,0.662528,0.635739,0.777311,0.777311
11,0.595837,0.663752,0.635739,0.777311,0.777311
12,0.594680,0.664205,0.635739,0.777311,0.777311
13,0.591352,0.664319,0.635739,0.777311,0.777311
14,0.588834,0.664329,0.635739,0.777311,0.777311
15,0.585867,0.664944,0.635739,0.777311,0.777311
16,0.583410,0.665729,0.635739,0.777311,0.777311
17,0.581564,0.666573,0.635739,0.777311,0.777311
18,0.579100,0.666017,0.635739,0.777311,0.777311
19,0.577291,0.667019,0.635739,0.777311,0.777311
20,0.575372,0.667633,0.635739,0.777311,0.777311
21,0.574265,0.669550,0.635739,0.777311,0.777311
22,0.572396,0.669179,0.635739,0.777311,0.777311
23,0.569348,0.670252,0.635739,0.777311,0.777311
24,0.566993,0.670894,0.635739,0.777311,0.777311
25,0.565990,0.670541,0.635739,0.777311,0.777311
26,0.564170,0.671739,0.635739,0.777311,0.777311
27,0.562542,0.672833,0.635739,0.777311,0.777311
28,0.559876,0.672750,0.635739,0.777311,0.777311
29,0.558916,0.673027,0.635739,0.777311,0.777311
30,0.556303,0.672958,0.635739,0.777311,0.777311
31,0.554640,0.672675,0.635739,0.777311,0.777311
32,0.552484,0.674544,0.635739,0.777311,0.777311
33,0.550991,0.674777,0.637457,0.778128,0.778128
34,0.549246,0.676690,0.637457,0.778128,0.778128
35,0.547879,0.678051,0.637457,0.778128,0.778128
36,0.545160,0.680628,0.635739,0.777311,0.778128
37,0.543788,0.680192,0.637457,0.778128,0.778128
38,0.541478,0.681407,0.637457,0.778128,0.778128
39,0.540104,0.681363,0.637457,0.778128,0.778128
40,0.538312,0.683028,0.637457,0.778128,0.778128
41,0.536494,0.684869,0.637457,0.778128,0.778128
42,0.534625,0.685404,0.637457,0.778128,0.778128
43,0.532847,0.686057,0.637457,0.778128,0.778128
44,0.531430,0.686440,0.637457,0.778128,0.778128
45,0.531132,0.686984,0.637457,0.778128,0.778128
46,0.530076,0.686999,0.637457,0.778128,0.778128
47,0.529454,0.686207,0.637457,0.778128,0.778128
48,0.528288,0.687387,0.637457,0.778128,0.778128
49,0.527492,0.690052,0.637457,0.778128,0.778128
50,0.525692,0.690132,0.637457,0.778128,0.778128
51,0.524185,0.690380,0.637457,0.778128,0.778128
52,0.523162,0.690105,0.637457,0.778128,0.778128
53,0.521799,0.690717,0.637457,0.778128,0.778128
54,0.520409,0.691281,0.637457,0.778128,0.778128
55,0.519742,0.692034,0.637457,0.778128,0.778128
56,0.519454,0.692879,0.637457,0.778128,0.778128
57,0.518338,0.692461,0.637457,0.778128,0.778128
58,0.517378,0.692623,0.637457,0.778128,0.778128
59,0.515959,0.693093,0.637457,0.778128,0.778128
60,0.514660,0.693116,0.637457,0.778128,0.778128
61,0.513731,0.694832,0.637457,0.778128,0.778128
62,0.512299,0.694814,0.637457,0.778128,0.778128
63,0.511615,0.695123,0.637457,0.777661,0.778128
64,0.510249,0.694986,0.637457,0.777661,0.778128
65,0.509610,0.695459,0.637457,0.778128,0.778128
66,0.508554,0.695079,0.637457,0.777661,0.778128
67,0.507847,0.694680,0.637457,0.777661,0.778128
68,0.506758,0.694752,0.637457,0.777661,0.778128
69,0.506377,0.695379,0.635739,0.776371,0.778128
70,0.505437,0.695314,0.635739,0.776371,0.778128
71,0.504801,0.697807,0.635739,0.776371,0.778128
72,0.503790,0.697894,0.635739,0.776371,0.778128
73,0.502833,0.697847,0.635739,0.776371,0.778128
