iter,train_logloss,val_logloss,val_acc,val_f1,best_f1
1,0.625404,0.634371,0.670103,0.802469,0.802469
2,0.619780,0.634410,0.670103,0.802469,0.802469
3,0.614257,0.634657,0.670103,0.802469,0.802469
4,0.608979,0.635201,0.670103,0.802469,0.802469
5,0.604110,0.635412,0.670103,0.802469,0.802469
6,0.600677,0.636673,0.670103,0.802469,0.802469
7,0.596030,0.637820,0.670103,0.802469,0.802469
8,0.591332,0.637873,0.670103,0.802469,0.802469
9,0.587750,0.638212,0.670103,0.802469,0.802469
10,0.583406,0.639175,0.670103,0.802469,0.802469
11,0.579770,0.638702,0.670103,0.802469,0.802469
12,0.576453,0.639009,0.670103,0.802469,0.802469
13,0.573451,0.640760,0.670103,0.802469,0.802469
14,0.570652,0.640557,0.670103,0.802469,0.802469
15,0.567978,0.640050,0.670103,0.802469,0.802469
16,0.564872,0.640329,0.670103,0.802469,0.802469
17,0.561547,0.640223,0.670103,0.802469,0.802469
18,0.558550,0.640328,0.670103,0.802469,0.802469
19,0.556174,0.640451,0.670103,0.802469,0.802469
20,0.554580,0.640681,0.670103,0.802469,0.802469
21,0.552697,0.640564,0.670103,0.802469,0.802469
22,0.550350,0.640692,0.670103,0.802469,0.802469
23,0.547413,0.640681,0.670103,0.802469,0.802469
24,0.543632,0.641264,0.670103,0.802469,0.802469
25,0.540793,0.641335,0.670103,0.802469,0.802469
26,0.540128,0.641408,0.670103,0.802469,0.802469
27,0.538301,0.641008,0.670103,0.802469,0.802469
28,0.537276,0.641370,0.668385,0.801236,0.802469
29,0.534498,0.641297,0.668385,0.801236,0.802469
30,0.531354,0.641263,0.668385,0.801236,0.802469
31,0.529528,0.641939,0.664948,0.798762,0.802469
32,0.526046,0.641649,0.666667,0.799587,0.802469
33,0.521432,0.641542,0.666667,0.799587,0.802469
34,0.520043,0.643661,0.671821,0.801249,0.802469
35,0.518518,0.645844,0.666667,0.796218,0.802469
36,0.516433,0.646176,0.666667,0.796218,0.802469
37,0.512845,0.648296,0.656357,0.787234,0.802469
38,0.509818,0.648797,0.658076,0.787166,0.802469
39,0.508279,0.649163,0.658076,0.787166,0.802469
40,0.507340,0.649997,0.656357,0.784017,0.802469
41,0.505483,0.651181,0.659794,0.784314,0.802469
