iter,train_logloss,val_logloss,val_acc,val_f1,best_f1
1,0.626206,0.637956,0.665389,0.799080,0.799080
2,0.626095,0.638146,0.665389,0.799080,0.799080
3,0.625990,0.638342,0.665389,0.799080,0.799080
4,0.625945,0.638373,0.665389,0.799080,0.799080
5,0.625905,0.638398,0.665389,0.799080,0.799080
6,0.625804,0.638645,0.665389,0.799080,0.799080
7,0.625759,0.638670,0.665389,0.799080,0.799080
8,0.625727,0.638689,0.665389,0.799080,0.799080
9,0.625689,0.638716,0.665389,0.799080,0.799080
10,0.625663,0.638738,0.665389,0.799080,0.799080
11,0.625633,0.638766,0.665389,0.799080,0.799080
12,0.625541,0.639026,0.665389,0.799080,0.799080
13,0.625521,0.639060,0.665389,0.799080,0.799080
14,0.625490,0.639094,0.665389,0.799080,0.799080
15,0.625467,0.639126,0.665389,0.799080,0.799080
16,0.625392,0.639373,0.665389,0.799080,0.799080
17,0.625318,0.639666,0.665389,0.799080,0.799080
18,0.625248,0.639980,0.665389,0.799080,0.799080
19,0.625214,0.639979,0.665389,0.799080,0.799080
20,0.625189,0.640018,0.665389,0.799080,0.799080
21,0.625123,0.640321,0.665389,0.799080,0.799080
22,0.625067,0.640589,0.665389,0.799080,0.799080
23,0.625001,0.640863,0.665389,0.799080,0.799080
24,0.624973,0.640857,0.665389,0.799080,0.799080
25,0.624915,0.641190,0.665389,0.799080,0.799080
26,0.624899,0.641190,0.665389,0.799080,0.799080
27,0.624873,0.641224,0.665389,0.799080,0.799080
28,0.624860,0.641245,0.665389,0.799080,0.799080
29,0.624792,0.641531,0.665389,0.799080,0.799080
30,0.624765,0.641569,0.665389,0.799080,0.799080
31,0.624725,0.641837,0.665389,0.799080,0.799080
32,0.624675,0.642133,0.665389,0.799080,0.799080
33,0.624662,0.642153,0.665389,0.799080,0.799080
34,0.624607,0.642439,0.665389,0.799080,0.799080
35,0.624587,0.642441,0.665389,0.799080,0.799080
36,0.624542,0.642765,0.665389,0.799080,0.799080
37,0.624516,0.642797,0.665389,0.799080,0.799080
38,0.624496,0.642834,0.665389,0.799080,0.799080
39,0.624475,0.642834,0.665389,0.799080,0.799080
40,0.624429,0.643022,0.665389,0.799080,0.799080
41,0.624412,0.643027,0.665389,0.799080,0.799080
