iter,train_logloss,val_logloss,val_acc,val_f1,best_f1
1,0.627537,0.618760,0.690831,0.817150,0.817150
2,0.627080,0.618752,0.690831,0.817150,0.817150
3,0.626650,0.618816,0.690831,0.817150,0.817150
4,0.626332,0.618803,0.690831,0.817150,0.817150
5,0.625927,0.618891,0.690831,0.817150,0.817150
6,0.625575,0.618873,0.690831,0.817150,0.817150
7,0.625208,0.618896,0.690831,0.817150,0.817150
8,0.624884,0.618994,0.690831,0.817150,0.817150
9,0.624623,0.619133,0.690831,0.817150,0.817150
10,0.624387,0.619251,0.690831,0.817150,0.817150
11,0.624117,0.619366,0.690831,0.817150,0.817150
12,0.623748,0.619370,0.690831,0.817150,0.817150
13,0.623445,0.619551,0.690831,0.817150,0.817150
14,0.623178,0.619675,0.690831,0.817150,0.817150
15,0.622974,0.619801,0.690831,0.817150,0.817150
16,0.622698,0.619905,0.690831,0.817150,0.817150
17,0.622334,0.619984,0.690831,0.817150,0.817150
18,0.622010,0.620035,0.690831,0.817150,0.817150
19,0.621867,0.620118,0.690831,0.817150,0.817150
20,0.621703,0.620319,0.690831,0.817150,0.817150
21,0.621440,0.620349,0.690831,0.817150,0.817150
22,0.621217,0.620458,0.690831,0.817150,0.817150
23,0.620948,0.620534,0.690831,0.817150,0.817150
24,0.620804,0.620684,0.690831,0.817150,0.817150
25,0.620588,0.620730,0.690831,0.817150,0.817150
26,0.620440,0.620882,0.690831,0.817150,0.817150
27,0.620387,0.620964,0.690831,0.817150,0.817150
28,0.620279,0.621250,0.690831,0.817150,0.817150
29,0.620130,0.621304,0.690831,0.817150,0.817150
30,0.620021,0.621434,0.690831,0.817150,0.817150
31,0.619856,0.621524,0.690831,0.817150,0.817150
32,0.619664,0.621695,0.690831,0.817150,0.817150
33,0.619527,0.621836,0.690831,0.817150,0.817150
34,0.619357,0.621947,0.690831,0.817150,0.817150
35,0.619289,0.622101,0.690831,0.817150,0.817150
36,0.619143,0.622154,0.690831,0.817150,0.817150
37,0.619106,0.622292,0.690831,0.817150,0.817150
38,0.619005,0.622480,0.690831,0.817150,0.817150
39,0.618843,0.622665,0.690831,0.817150,0.817150
40,0.618710,0.622750,0.690831,0.817150,0.817150
41,0.618605,0.622832,0.690831,0.817088,0.817150
