iter,train_logloss,val_logloss,val_acc,val_f1,best_f1
1,0.634052,0.636180,0.667144,0.800344,0.800344
2,0.633762,0.636158,0.667144,0.800344,0.800344
3,0.633505,0.636213,0.667144,0.800344,0.800344
4,0.633249,0.636301,0.667144,0.800344,0.800344
5,0.633020,0.636301,0.667144,0.800344,0.800344
6,0.632785,0.636784,0.667144,0.800344,0.800344
7,0.632588,0.636902,0.667144,0.800344,0.800344
8,0.632366,0.637018,0.667144,0.800344,0.800344
9,0.632166,0.637075,0.667144,0.800344,0.800344
10,0.631906,0.637217,0.667144,0.800344,0.800344
11,0.631728,0.637659,0.667144,0.800344,0.800344
12,0.631544,0.637802,0.667144,0.800344,0.800344
13,0.631343,0.638025,0.667144,0.800344,0.800344
14,0.631137,0.638368,0.667144,0.800344,0.800344
15,0.630927,0.638520,0.667144,0.800344,0.800344
16,0.630745,0.638659,0.667144,0.800344,0.800344
17,0.630616,0.638836,0.667144,0.800344,0.800344
18,0.630460,0.639075,0.667144,0.800344,0.800344
19,0.630286,0.639117,0.667108,0.800318,0.800344
20,0.630107,0.639552,0.667108,0.800318,0.800344
21,0.629921,0.640080,0.667108,0.800318,0.800344
22,0.629730,0.640120,0.667108,0.800318,0.800344
23,0.629550,0.640299,0.667108,0.800318,0.800344
24,0.629437,0.640660,0.667108,0.800318,0.800344
25,0.629273,0.640862,0.667108,0.800318,0.800344
26,0.629138,0.641018,0.667108,0.800318,0.800344
27,0.629060,0.641419,0.667108,0.800318,0.800344
28,0.628895,0.641486,0.667073,0.800292,0.800344
29,0.628734,0.641492,0.667073,0.800292,0.800344
30,0.628607,0.641945,0.666249,0.799440,0.800344
31,0.628498,0.642071,0.666213,0.799415,0.800344
32,0.628381,0.642634,0.666141,0.799320,0.800344
33,0.628259,0.643357,0.665927,0.799052,0.800344
34,0.628102,0.643447,0.665819,0.798853,0.800344
35,0.627907,0.643506,0.665748,0.798871,0.800344
36,0.627747,0.643554,0.665748,0.798871,0.800344
37,0.627639,0.644034,0.665568,0.798550,0.800344
38,0.627525,0.644019,0.665568,0.798550,0.800344
39,0.627440,0.644918,0.664566,0.797702,0.800344
40,0.627326,0.644889,0.664566,0.797702,0.800344
41,0.627242,0.644972,0.664351,0.797538,0.800344
