iter,train_logloss,val_logloss,val_acc,val_f1,best_f1
1,0.619182,0.637598,0.667049,0.800275,0.800275
2,0.618489,0.638466,0.667049,0.800275,0.800275
3,0.617777,0.639839,0.667049,0.800275,0.800275
4,0.617216,0.640263,0.667049,0.800275,0.800275
5,0.616418,0.640469,0.667049,0.800275,0.800275
6,0.615495,0.640486,0.667049,0.800275,0.800275
7,0.614648,0.641902,0.667049,0.800275,0.800275
8,0.613701,0.643258,0.667049,0.800275,0.800275
9,0.613266,0.643528,0.667049,0.800275,0.800275
10,0.612729,0.643705,0.667049,0.800275,0.800275
11,0.612267,0.644055,0.667049,0.800275,0.800275
12,0.611201,0.644657,0.667049,0.800275,0.800275
13,0.610930,0.644944,0.667049,0.800275,0.800275
14,0.610524,0.645485,0.667049,0.800275,0.800275
15,0.610090,0.645852,0.667049,0.800275,0.800275
16,0.609432,0.647427,0.667049,0.800275,0.800275
17,0.608616,0.647859,0.667049,0.800275,0.800275
18,0.608196,0.649679,0.667049,0.800275,0.800275
19,0.607759,0.650038,0.667049,0.800275,0.800275
20,0.607420,0.650401,0.667049,0.800275,0.800275
21,0.606739,0.651111,0.667049,0.800275,0.800275
22,0.606206,0.653356,0.667049,0.800275,0.800275
23,0.605454,0.655499,0.667049,0.800275,0.800275
24,0.605194,0.655642,0.667049,0.800275,0.800275
25,0.604458,0.655809,0.667049,0.800275,0.800275
26,0.603733,0.657644,0.667049,0.800275,0.800275
27,0.603561,0.657940,0.667049,0.800275,0.800275
28,0.603258,0.660159,0.667049,0.800275,0.800275
29,0.602818,0.662492,0.667049,0.800275,0.800275
30,0.602448,0.662986,0.667049,0.800275,0.800275
31,0.601876,0.663418,0.667049,0.800275,0.800275
32,0.601331,0.664018,0.667049,0.800275,0.800275
33,0.600956,0.664512,0.667049,0.800275,0.800275
34,0.600708,0.666441,0.667049,0.800275,0.800275
35,0.600272,0.666511,0.667049,0.800275,0.800275
36,0.599670,0.668609,0.667049,0.800275,0.800275
37,0.599317,0.669093,0.667049,0.800275,0.800275
38,0.599121,0.669341,0.667049,0.800275,0.800275
39,0.598815,0.669742,0.667049,0.800275,0.800275
40,0.598369,0.671143,0.667049,0.800275,0.800275
41,0.598193,0.672804,0.667049,0.800275,0.800275
