iter,train_logloss,val_logloss,val_acc,val_f1,best_f1
1,0.630848,0.657951,0.635739,0.777311,0.777311
2,0.627232,0.658301,0.635739,0.777311,0.777311
3,0.621639,0.659566,0.635739,0.777311,0.777311
4,0.618553,0.659540,0.635739,0.777311,0.777311
5,0.616154,0.659471,0.635739,0.777311,0.777311
6,0.612039,0.660251,0.635739,0.777311,0.777311
7,0.608340,0.660618,0.635739,0.777311,0.777311
8,0.605630,0.661589,0.635739,0.777311,0.777311
9,0.603409,0.660948,0.635739,0.777311,0.777311
10,0.601595,0.660377,0.635739,0.777311,0.777311
11,0.599715,0.660919,0.635739,0.777311,0.777311
12,0.597505,0.662478,0.635739,0.777311,0.777311
13,0.595043,0.661717,0.635739,0.777311,0.777311
14,0.593456,0.661949,0.635739,0.777311,0.777311
15,0.591989,0.662021,0.635739,0.777311,0.777311
16,0.589838,0.663621,0.635739,0.777311,0.777311
17,0.587499,0.665644,0.635739,0.777311,0.777311
18,0.584461,0.668496,0.635739,0.777311,0.777311
19,0.582961,0.668707,0.635739,0.777311,0.777311
20,0.580884,0.668862,0.635739,0.777311,0.777311
21,0.580018,0.672272,0.635739,0.777311,0.777311
22,0.578898,0.673949,0.635739,0.777311,0.777311
23,0.575377,0.675904,0.635739,0.777311,0.777311
24,0.574168,0.676160,0.635739,0.777311,0.777311
25,0.573309,0.679864,0.635739,0.777311,0.777311
26,0.572168,0.679943,0.635739,0.777311,0.777311
27,0.570285,0.680489,0.635739,0.777311,0.777311
28,0.567275,0.680414,0.635739,0.777311,0.777311
29,0.566580,0.684064,0.635739,0.777311,0.777311
30,0.565286,0.684619,0.635739,0.777311,0.777311
31,0.563511,0.688891,0.635739,0.777311,0.777311
32,0.561063,0.691089,0.635739,0.777311,0.777311
33,0.559643,0.691494,0.635739,0.777311,0.777311
34,0.557982,0.694756,0.635739,0.777311,0.777311
35,0.557721,0.695169,0.635739,0.777311,0.777311
36,0.555708,0.699061,0.635739,0.777311,0.777311
37,0.554078,0.699865,0.635739,0.777311,0.777311
38,0.553201,0.700145,0.635739,0.777311,0.777311
39,0.552597,0.701048,0.635739,0.777311,0.777311
40,0.550566,0.700985,0.635739,0.777311,0.777311
41,0.549332,0.705186,0.635739,0.777311,0.777311
