time,position,entry,exit,pnl,balance,exited
2024-12-27 12:00:00,SHORT,96686.75,94650.4,44.17,17216.71,100%
2024-12-27 13:00:00,LONG,96407.99,96401.38,4.57,17221.28,100%
2024-12-27 14:00:00,SHORT,95691.99,94758.75,35.76,17257.04,100%
2024-12-27 15:00:00,LONG,94573.75,94952.86,25.5,17282.54,100%
2024-12-27 16:00:00,LONG,94165.92,94165.92,4.62,17287.15,100%
2024-12-27 17:00:00,SHORT,94291.3,94291.3,4.6,17291.76,100%
2024-12-27 20:00:00,LONG,94588.12,94545.46,3.54,17295.29,100%
2024-12-29 14:00:00,SHORT,94623.67,94725.88,1.86,17297.16,100%
2024-12-29 16:00:00,SHORT,93900.01,93940.0,3.46,17300.62,100%
2024-12-29 18:00:00,LONG,93652.0,93485.72,0.64,17301.26,100%
2024-12-29 19:00:00,LONG,93612.89,93485.72,2.09,17303.35,100%
2024-12-29 21:00:00,LONG,93352.65,93300.0,2.92,17306.28,100%
2024-12-29 22:00:00,LONG,93135.32,93103.98,3.91,17310.18,100%
2024-12-29 23:00:00,LONG,93738.2,93663.73,2.39,17312.58,100%
2024-12-30 01:00:00,LONG,93948.42,94343.06,21.95,17334.52,100%
2024-12-30 04:00:00,LONG,93280.26,93280.26,4.75,17339.27,100%
2024-12-30 07:00:00,LONG,93731.65,93722.07,4.4,17343.67,100%
2024-12-30 13:00:00,LONG,92680.52,93114.19,28.74,17372.42,100%
2024-12-30 14:00:00,LONG,91883.99,92168.01,21.25,17393.67,100%
2024-12-30 15:00:00,LONG,92130.21,93988.0,48.13,17441.8,100%
2024-12-30 16:00:00,LONG,92120.6,93964.0,48.41,17490.21,100%
2024-12-30 17:00:00,LONG,93832.83,94238.75,23.07,17513.29,100%
2024-12-30 18:00:00,LONG,94583.99,95488.97,37.63,17550.91,100%
2024-12-30 19:00:00,LONG,94417.04,94343.06,2.75,17553.66,100%
2024-12-30 20:00:00,LONG,94338.8,94338.8,4.43,17558.09,100%
2024-12-30 21:00:00,LONG,92076.0,94238.75,85.13,17643.21,100%
2024-12-30 22:00:00,LONG,92784.75,94656.99,46.18,17689.39,100%
2024-12-30 23:00:00,LONG,92792.05,94656.99,46.02,17735.41,100%
2024-12-31 00:00:00,LONG,92450.0,94540.01,49.85,17785.26,100%
2024-12-31 01:00:00,LONG,92435.57,94540.01,47.22,17832.48,100%
2024-12-31 04:00:00,LONG,92448.0,94540.01,50.2,17882.68,100%
2024-12-31 06:00:00,LONG,92816.0,93689.21,36.26,17918.95,100%
2024-12-31 07:00:00,LONG,92860.75,93689.21,38.25,17957.19,100%
2024-12-31 08:00:00,LONG,93933.38,93917.27,5.34,17962.53,100%
2024-12-31 09:00:00,LONG,94023.88,95996.02,46.68,18009.21,100%
2024-12-31 10:00:00,LONG,94113.69,95996.02,46.16,18055.37,100%
2024-12-31 11:00:00,LONG,94232.68,96227.99,50.6,18105.97,100%
2024-12-31 12:00:00,LONG,94539.85,95409.99,36.84,18142.8,100%
2024-12-31 13:00:00,SHORT,95587.12,95110.99,28.43,18171.23,100%
2024-12-31 14:00:00,SHORT,95679.17,95684.0,5.1,18176.33,100%
2024-12-31 15:00:00,SHORT,95412.0,93376.94,51.92,18228.26,100%
2024-12-31 17:00:00,LONG,94120.94,94071.79,5.88,18234.13,100%
2024-12-31 20:00:00,LONG,93564.04,93456.4,2.82,18236.96,100%
2025-01-01 00:00:00,SHORT,94401.14,94477.83,5.41,18242.37,100%
2025-01-01 01:00:00,LONG,93607.74,93594.43,6.17,18248.53,100%
2025-01-01 14:00:00,LONG,94175.89,94642.4,23.48,18272.02,100%
2025-01-01 16:00:00,LONG,94090.49,94557.86,24.41,18296.43,100%
2025-01-01 17:00:00,LONG,94143.85,94583.62,22.86,18319.29,100%
2025-01-01 18:00:00,LONG,94340.06,94759.53,21.98,18341.27,100%
2025-01-01 22:00:00,LONG,94802.98,94759.53,3.39,18344.66,100%
2025-01-01 23:00:00,LONG,94591.79,96487.18,47.18,18391.84,100%
2025-01-02 00:00:00,LONG,95128.59,96000.0,37.61,18429.45,100%
2025-01-02 01:00:00,LONG,94862.72,94759.53,1.67,18431.13,100%
2025-01-02 02:00:00,LONG,95234.36,96132.66,37.31,18468.44,100%
2025-01-02 04:00:00,LONG,95708.07,96132.66,22.79,18491.22,100%
2025-01-02 07:00:00,LONG,95822.0,96277.9,24.02,18515.24,100%
2025-01-02 08:00:00,LONG,96150.0,96132.66,5.09,18520.34,100%
2025-01-02 09:00:00,LONG,96755.51,96690.81,3.74,18524.07,100%
2025-01-02 10:00:00,LONG,96708.0,96690.81,4.31,18528.38,100%
2025-01-02 12:00:00,LONG,96850.01,96690.81,0.12,18528.5,100%
2025-01-02 14:00:00,LONG,97256.49,97239.43,4.4,18532.89,100%
2025-01-02 15:00:00,LONG,96455.01,96394.24,5.18,18538.07,100%
2025-01-02 16:00:00,SHORT,97229.74,96748.98,25.8,18563.87,100%
2025-01-02 17:00:00,LONG,96757.57,96706.81,3.94,18567.81,100%
2025-01-03 11:00:00,LONG,96757.58,98710.52,48.37,18616.18,100%
2025-01-03 13:00:00,LONG,96504.79,98449.33,47.42,18663.61,100%
2025-01-03 14:00:00,LONG,97016.01,97963.75,37.46,18701.06,100%
2025-01-03 15:00:00,LONG,97521.35,98001.89,26.11,18727.17,100%
2025-01-03 16:00:00,LONG,97868.2,97849.4,4.16,18731.33,100%
2025-01-06 02:00:00,LONG,98815.39,99300.09,23.4,18754.73,100%
