time,position,entry,exit,pnl,balance,exited
2024-11-22 20:45:00,LONG,99163.99,101228.0,1192.29,431789.6,100%
2024-11-22 21:00:00,LONG,98999.99,101228.0,1206.06,432995.67,100%
2024-11-22 21:45:00,LONG,99272.72,101312.02,1352.05,434347.72,100%
2024-11-22 22:00:00,LONG,98986.99,101228.0,1224.78,435572.49,100%
2024-11-22 22:30:00,LONG,98600.01,100760.53,1265.36,436837.86,100%
2024-11-23 16:15:00,SHORT,97705.82,97712.62,112.98,436950.84,100%
2024-11-23 16:30:00,SHORT,97784.01,97789.36,114.95,437065.79,100%
2024-11-23 16:45:00,SHORT,97708.85,97712.62,115.75,437181.54,100%
2024-11-23 17:00:00,SHORT,97517.83,97052.0,549.91,437731.45,100%
2024-11-23 17:15:00,SHORT,97940.01,97952.95,107.54,437838.98,100%
2024-11-23 17:30:00,SHORT,98044.47,98188.0,14.71,437853.69,100%
2024-11-23 18:00:00,SHORT,97900.52,97917.76,107.35,437961.04,100%
2024-11-23 20:15:00,LONG,97193.61,97679.14,554.21,438515.25,100%
2024-11-24 11:00:00,SHORT,97493.5,97052.0,543.71,439058.96,100%
2024-11-24 11:15:00,SHORT,97424.49,97456.52,105.54,439164.51,100%
2024-11-24 11:45:00,SHORT,97280.03,97324.0,84.0,439248.5,100%
2024-11-24 12:00:00,SHORT,97360.63,97385.27,96.25,439344.76,100%
2024-11-24 12:15:00,SHORT,97202.32,97232.0,130.9,439475.66,100%
2024-11-24 12:30:00,SHORT,96622.75,96641.66,98.29,439573.95,100%
2024-11-24 12:45:00,SHORT,96899.99,96479.28,535.65,440109.59,100%
2024-11-24 13:00:00,SHORT,97217.36,96757.76,554.68,440664.28,100%
2024-11-24 13:15:00,SHORT,97508.81,96641.66,886.1,441550.38,100%
2024-11-24 13:30:00,SHORT,97217.07,96757.76,556.24,442106.61,100%
2024-11-24 13:45:00,SHORT,97214.93,96757.76,555.0,442661.61,100%
2024-11-24 14:00:00,SHORT,96707.43,96712.53,113.55,442775.16,100%
2024-11-24 14:15:00,SHORT,96608.96,96641.66,94.15,442869.31,100%
2024-11-24 14:30:00,SHORT,96891.44,96479.28,531.89,443401.21,100%
2024-11-24 14:45:00,SHORT,97029.95,96641.66,533.36,443934.57,100%
2024-11-24 15:00:00,SHORT,96940.7,96479.28,565.8,444500.37,100%
2024-11-24 15:15:00,SHORT,96643.99,96679.47,92.84,444593.21,100%
2024-11-24 15:30:00,LONG,96343.94,98299.96,1122.59,445715.8,100%
2024-11-24 15:45:00,LONG,95901.51,95901.0,115.48,445831.28,100%
2024-11-24 16:00:00,LONG,96130.01,96034.39,52.13,445883.41,100%
2024-11-24 16:15:00,LONG,96514.98,97434.05,890.55,446773.96,100%
2024-11-24 16:30:00,LONG,96508.0,97434.05,898.85,447672.81,100%
2024-11-24 16:45:00,LONG,96404.0,98341.52,1141.38,448814.19,100%
2024-11-24 17:00:00,LONG,95901.0,97862.33,1157.89,449972.08,100%
2024-11-24 17:15:00,LONG,95860.74,97783.1,1142.52,451114.6,100%
2024-11-24 17:30:00,LONG,95779.25,97712.78,1146.39,452260.99,100%
2024-11-24 17:45:00,LONG,95902.83,97862.33,1165.03,453426.02,100%
2024-11-24 18:00:00,LONG,96052.01,97983.79,1147.86,454573.88,100%
2024-11-24 18:15:00,LONG,96200.01,98178.87,1189.55,455763.43,100%
2024-11-24 18:30:00,LONG,96370.01,98299.96,1156.04,456919.47,100%
2024-11-24 19:00:00,LONG,96260.0,98299.96,1179.3,458098.78,100%
2024-11-24 19:15:00,LONG,96235.03,98178.87,1177.61,459276.38,100%
2024-11-24 22:15:00,LONG,97560.0,97560.0,127.11,459403.49,100%
2024-11-24 22:30:00,LONG,97620.33,97618.51,115.85,459519.34,100%
2024-11-24 23:00:00,LONG,98252.0,98248.01,113.65,459632.99,100%
2024-11-24 23:15:00,LONG,97992.01,97984.45,109.77,459742.76,100%
2024-11-24 23:30:00,LONG,97696.04,98100.0,543.9,460286.66,100%
2024-11-24 23:45:00,LONG,97900.04,97885.56,107.32,460393.98,100%
2024-11-25 00:00:00,LONG,97694.5,98100.0,546.13,460940.11,100%
2024-11-25 00:30:00,LONG,97780.54,97779.99,114.86,461054.97,100%
2024-11-25 01:00:00,LONG,97555.86,98034.9,579.51,461634.48,100%
2024-11-25 01:15:00,LONG,97081.61,98049.0,945.4,462579.88,100%
2024-11-25 01:30:00,LONG,97259.99,98203.42,933.12,463513.0,100%
2024-11-25 04:00:00,LONG,98009.93,97984.45,110.76,463623.76,100%
2024-11-25 07:30:00,LONG,97843.61,98308.43,571.78,464195.54,100%
2024-11-25 08:15:00,LONG,98250.83,98248.01,114.17,464309.7,100%
2024-11-25 09:00:00,SHORT,98536.01,96554.67,1193.8,465503.5,100%
2024-11-25 09:15:00,SHORT,98654.25,96614.24,1205.78,466709.27,100%
2024-11-25 10:30:00,SHORT,98275.03,97811.17,581.64,467290.92,100%
2024-11-25 11:30:00,SHORT,98108.0,96142.4,1186.76,468477.68,100%
2024-11-25 11:45:00,SHORT,98188.09,96142.4,1227.5,469705.18,100%
2024-11-25 12:00:00,SHORT,98048.69,96018.99,1229.63,470934.81,100%
2024-11-25 12:15:00,SHORT,98023.08,96018.99,1235.08,472169.89,100%
2024-11-25 12:30:00,SHORT,97885.56,95867.8,1224.41,473394.3,100%
2024-11-25 12:45:00,SHORT,97900.0,95867.8,1227.17,474621.47,100%
2024-11-25 13:00:00,SHORT,97500.0,95385.49,1253.79,475875.25,100%
2024-11-25 13:15:00,SHORT,97636.01,95385.49,1284.5,477159.75,100%
2024-11-25 13:30:00,SHORT,97701.76,95385.49,1314.19,478473.94,100%
2024-11-25 13:45:00,SHORT,97468.3,95385.49,1251.91,479725.85,100%
