timestamp,model,epoch,phase,loss,acc,f1,lr,thr
2025-08-18T12:41:11,LSTM_15m_short_V2,1,train,0.463110,0.499682,0.333192,2.713525e-04,0.5000
2025-08-18T12:41:15,LSTM_15m_short_V2,1,val,0.485688,0.477532,0.472685,2.713525e-04,0.3250
2025-08-18T12:41:21,LSTM_15m_short_V2,2,train,0.462818,0.499100,0.332933,1.963525e-04,0.5000
2025-08-18T12:41:25,LSTM_15m_short_V2,2,val,0.472474,0.515788,0.494403,1.963525e-04,0.3500
2025-08-18T12:41:32,LSTM_15m_short_V2,3,train,0.462505,0.500130,0.333391,1.036475e-04,0.5000
2025-08-18T12:41:36,LSTM_15m_short_V2,3,val,0.477586,0.568353,0.500507,1.036475e-04,0.3250
2025-08-18T12:41:42,LSTM_15m_short_V2,4,train,0.462755,0.497923,0.332409,2.864745e-05,0.5000
2025-08-18T12:41:46,LSTM_15m_short_V2,4,val,0.469777,0.553094,0.502156,2.864745e-05,0.3500
2025-08-18T12:41:52,LSTM_15m_short_V2,5,train,0.462364,0.500712,0.333649,3.000000e-04,0.5000
2025-08-18T12:41:57,LSTM_15m_short_V2,5,val,0.472782,0.524975,0.497625,3.000000e-04,0.3500
2025-08-18T12:42:03,LSTM_15m_short_V2,6,train,0.462327,0.500926,0.333745,2.926585e-04,0.5000
2025-08-18T12:42:07,LSTM_15m_short_V2,6,val,0.480630,0.529471,0.499258,2.926585e-04,0.3250
2025-08-18T12:42:14,LSTM_15m_short_V2,7,train,0.462515,0.499494,0.333108,2.713525e-04,0.5000
2025-08-18T12:42:18,LSTM_15m_short_V2,7,val,0.467729,0.569858,0.502749,2.713525e-04,0.3500
2025-08-18T12:42:24,LSTM_15m_short_V2,8,train,0.462400,0.499910,0.333294,2.381678e-04,0.5000
2025-08-18T12:42:28,LSTM_15m_short_V2,8,val,0.469448,0.557768,0.505305,2.381678e-04,0.3500
2025-08-18T12:42:34,LSTM_15m_short_V2,9,train,0.462267,0.499373,0.333055,1.963525e-04,0.5000
2025-08-18T12:42:38,LSTM_15m_short_V2,9,val,0.474274,0.593266,0.493454,1.963525e-04,0.3250
2025-08-18T12:42:45,LSTM_15m_short_V2,10,train,0.462100,0.500801,0.333689,1.500000e-04,0.5000
2025-08-18T12:42:49,LSTM_15m_short_V2,10,val,0.474551,0.589988,0.495382,1.500000e-04,0.3250
2025-08-18T12:42:56,LSTM_15m_short_V2,11,train,0.462033,0.500618,0.333608,1.036475e-04,0.5000
2025-08-18T12:43:00,LSTM_15m_short_V2,11,val,0.470412,0.556389,0.501150,1.036475e-04,0.3500
2025-08-18T12:43:06,LSTM_15m_short_V2,12,train,0.461774,0.501786,0.334126,6.183221e-05,0.5000
2025-08-18T12:43:11,LSTM_15m_short_V2,12,val,0.466960,0.513764,0.495017,6.183221e-05,0.3750
2025-08-18T12:43:17,LSTM_15m_short_V2,13,train,0.461950,0.500895,0.333731,2.864745e-05,0.5000
2025-08-18T12:43:21,LSTM_15m_short_V2,13,val,0.470000,0.564664,0.501522,2.864745e-05,0.3500
2025-08-18T12:43:28,LSTM_15m_short_V2,14,train,0.462023,0.500175,0.333411,7.341523e-06,0.5000
2025-08-18T12:43:32,LSTM_15m_short_V2,14,val,0.472159,0.544551,0.501771,7.341523e-06,0.3500
2025-08-18T12:43:38,LSTM_15m_short_V2,15,train,0.462279,0.499060,0.332915,3.000000e-04,0.5000
2025-08-18T12:43:43,LSTM_15m_short_V2,15,val,0.470432,0.564019,0.502716,3.000000e-04,0.3500
2025-08-18T12:43:49,LSTM_15m_short_V2,16,train,0.462169,0.500743,0.333663,2.981533e-04,0.5000
2025-08-18T12:43:53,LSTM_15m_short_V2,16,val,0.474405,0.521967,0.497276,2.981533e-04,0.3500
2025-08-18T12:43:59,LSTM_15m_short_V2,17,train,0.462073,0.500900,0.333733,2.926585e-04,0.5000
2025-08-18T12:44:03,LSTM_15m_short_V2,17,val,0.472402,0.538856,0.500732,2.926585e-04,0.3500
2025-08-18T12:44:09,LSTM_15m_short_V2,18,train,0.462227,0.499454,0.333091,2.836510e-04,0.5000
2025-08-18T12:44:14,LSTM_15m_short_V2,18,val,0.465517,0.547685,0.501159,2.836510e-04,0.3750
2025-08-18T12:44:20,LSTM_15m_short_V2,19,train,0.462016,0.500112,0.333383,2.713525e-04,0.5000
2025-08-18T12:44:24,LSTM_15m_short_V2,19,val,0.478196,0.579350,0.501022,2.713525e-04,0.3250
2025-08-18T12:44:31,LSTM_15m_short_V2,20,train,0.462081,0.499915,0.333296,2.560660e-04,0.5000
2025-08-18T12:44:35,LSTM_15m_short_V2,20,val,0.477282,0.576860,0.498835,2.560660e-04,0.3250
