time,p_long,p_short
2017-08-17 07:59:59.999,0.7310585786300049,0.5000001643406904
2017-08-17 11:59:59.999,0.7310585786300049,0.5000001643406904
2017-08-17 15:59:59.999,0.7310585786300049,0.5000001643406904
2017-08-17 19:59:59.999,0.7310585786300049,0.5000001643406904
2017-08-17 23:59:59.999,0.7310585786300049,0.5000001643406904
2017-08-18 03:59:59.999,0.7310585786300049,0.5000001643406904
2017-08-18 07:59:59.999,0.7310585786300049,0.5000001643406904
2017-08-18 11:59:59.999,0.7310585786300049,0.5000001643406904
2017-08-18 15:59:59.999,0.7310585786300049,0.5000001643406904
2017-08-18 19:59:59.999,0.7310585786300049,0.5000001643406904
2017-08-18 23:59:59.999,0.7310585786300049,0.5000001643406904
2017-08-19 03:59:59.999,0.7310585786300049,0.5000001643406904
2017-08-19 07:59:59.999,0.7310585786300049,0.5000001643406904
2017-08-19 11:59:59.999,0.7310585786300049,0.5000001643406904
2017-08-19 15:59:59.999,0.7310585786300049,0.5000001643406904
2017-08-19 19:59:59.999,0.7310585786300049,0.5000000000587168
2017-08-19 23:59:59.999,0.7310585786300049,0.5000000000013423
2017-08-20 03:59:59.999,0.7310585786300049,0.5000000000080009
2017-08-20 07:59:59.999,0.7310585786300049,0.5000000000003033
2017-08-20 11:59:59.999,0.7310585786300049,0.500000000002192
2017-08-20 15:59:59.999,0.7310585786300049,0.5000000000008256
2017-08-20 19:59:59.999,0.7310585786300049,0.500000000000108
2017-08-20 23:59:59.999,0.7310585786300049,0.5000000000026976
2017-08-21 03:59:59.999,0.7310585786300049,0.5000000000028613
2017-08-21 07:59:59.999,0.7310585786300049,0.5000000000138809
2017-08-21 11:59:59.999,0.7310585786300049,0.5000000000296326
2017-08-21 15:59:59.999,0.7310585786300049,0.5000000000296907
2017-08-21 19:59:59.999,0.7310585786300049,0.5000000000214788
2017-08-21 23:59:59.999,0.7310585786300049,0.5000000000352817
2017-08-22 03:59:59.999,0.7310585786300049,0.5000000036469325
2017-08-22 07:59:59.999,0.7310585786300049,0.5000000091601198
2017-08-22 11:59:59.999,0.7310585786300049,0.500000000097669
2017-08-22 15:59:59.999,0.7310585786300049,0.5000000001109219
2017-08-22 19:59:59.999,0.7310585786300049,0.5000000000002072
2017-08-22 23:59:59.999,0.7310585786300049,0.5000000000000345
2017-08-23 03:59:59.999,0.7310585786300049,0.500000000000007
2017-08-23 07:59:59.999,0.7310585786300049,0.5000000000000342
2017-08-23 11:59:59.999,0.7310585786300049,0.5000000000000004
2017-08-23 15:59:59.999,0.7310585786300049,0.5000000000000052
2017-08-23 19:59:59.999,0.7310585786300049,0.5000000000001491
2017-08-23 23:59:59.999,0.7310585786300049,0.5000000000002005
2017-08-24 03:59:59.999,0.7310585786300049,0.5000000000002355
2017-08-24 07:59:59.999,0.7310585786300049,0.5000000000000697
2017-08-24 11:59:59.999,0.7310585786300049,0.5000000000000187
2017-08-24 15:59:59.999,0.7310585786300049,0.5000000000000137
2017-08-24 19:59:59.999,0.7310585786300049,0.5000000000000241
2017-08-24 23:59:59.999,0.7310583442502515,0.5000000000000017
2017-08-25 03:59:59.999,0.7310096490568315,0.500000000000003
2017-08-25 07:59:59.999,0.7284934478158518,0.5000000000000026
2017-08-25 11:59:59.999,0.6601520423185574,0.5000000000000013
2017-08-25 15:59:59.999,0.5105958761696955,0.5000000000000008
2017-08-25 19:59:59.999,0.5001146650954886,0.5000000000001198
2017-08-25 23:59:59.999,0.5002779241481481,0.5000000000003989
2017-08-26 03:59:59.999,0.5023584509908494,0.5000000000001806
2017-08-26 07:59:59.999,0.5093882150070863,0.5000000000000735
2017-08-26 11:59:59.999,0.5138857487192002,0.5000000000003679
2017-08-26 15:59:59.999,0.5748294904070566,0.5000000000006458
2017-08-26 19:59:59.999,0.7008303535012035,0.5000000000002367
2017-08-26 23:59:59.999,0.7243927739736243,0.5000000000000345
2017-08-27 03:59:59.999,0.7208642909943108,0.5000000000001348
2017-08-27 07:59:59.999,0.7276912259706345,0.5000000000001315
2017-08-27 11:59:59.999,0.7301431524373706,0.5000000000000759
2017-08-27 15:59:59.999,0.7307027001779982,0.500000000000065
2017-08-27 19:59:59.999,0.7309554039038227,0.5000000000000075
2017-08-27 23:59:59.999,0.7300712369716755,0.5000000000004676
2017-08-28 03:59:59.999,0.730692718869994,0.5000000000198968
2017-08-28 07:59:59.999,0.7310552738635582,0.5000000000040697
2017-08-28 11:59:59.999,0.7310584380021684,0.500000000000313
2017-08-28 15:59:59.999,0.7310584614401443,0.5000000000019588
2017-08-28 19:59:59.999,0.7310585786300049,0.5000000000001634
2017-08-28 23:59:59.999,0.7310585551920353,0.5000000000000115
2017-08-29 03:59:59.999,0.7310584145641912,0.5000000000000248
2017-08-29 07:59:59.999,0.7310574067299469,0.5000000000004253
2017-08-29 11:59:59.999,0.7310581801843474,0.500000000000071
2017-08-29 15:59:59.999,0.7310500940006714,0.5000000000000002
2017-08-29 19:59:59.999,0.7140917099930069,0.5000000000000008
2017-08-29 23:59:59.999,0.5099031787365211,0.5000000000000006
2017-08-30 03:59:59.999,0.5000987542794866,0.500000000000001
2017-08-30 07:59:59.999,0.5000028541867323,0.5000000000000095
2017-08-30 11:59:59.999,0.5000008422974815,0.5000000000001669
2017-08-30 15:59:59.999,0.5000038505709199,0.5000000000000306
2017-08-30 19:59:59.999,0.5000045583547034,0.5000000000000517
2017-08-30 23:59:59.999,0.5000118794114292,0.5000000000000258
2017-08-31 03:59:59.999,0.5000163501244911,0.5000000000000071
2017-08-31 07:59:59.999,0.5000110684304655,0.5000000000000081
2017-08-31 11:59:59.999,0.5000069633065318,0.5000000000000011
2017-08-31 15:59:59.999,0.5000011242916571,0.5000000000000022
2017-08-31 19:59:59.999,0.5000003777398376,0.5000000000000006
2017-08-31 23:59:59.999,0.5000000517859888,0.5000000000000003
2017-09-01 03:59:59.999,0.5000000075466735,0.5000000000000008
2017-09-01 07:59:59.999,0.5000000046299728,0.5000000000000014
2017-09-01 11:59:59.999,0.5000000038143568,0.5000000000000002
2017-09-01 15:59:59.999,0.5000000006545215,0.5000000000000001
2017-09-01 19:59:59.999,0.5000000001443916,0.5000000000000001
2017-09-01 23:59:59.999,0.5000000000492745,0.5000000000000001
2017-09-02 03:59:59.999,0.5000000000032321,0.5000000000000036
2017-09-02 07:59:59.999,0.5000000000020653,0.5000000000013284
2017-09-02 11:59:59.999,0.5000000002555157,0.5000000000285351
2017-09-02 15:59:59.999,0.5000011815779999,0.5000000067300339
2017-09-02 19:59:59.999,0.6406340572200189,0.5000000002774249
2017-09-02 23:59:59.999,0.7310328429618714,0.5000000004459152
2017-09-03 03:59:59.999,0.7310585786300049,0.5000000000046895
2017-09-03 07:59:59.999,0.7310585786300049,0.5000000000006478
2017-09-03 11:59:59.999,0.7310585786300049,0.5000000000383766
2017-09-03 15:59:59.999,0.7310585786300049,0.5000000002692091
2017-09-03 19:59:59.999,0.7310585786300049,0.5000000000015169
2017-09-03 23:59:59.999,0.7310585786300049,0.5000000000023557
2017-09-04 03:59:59.999,0.7310585786300049,0.5000000000759982
2017-09-04 07:59:59.999,0.7310585786300049,0.5000000004624261
2017-09-04 11:59:59.999,0.7310585786300049,0.5000000003110652
2017-09-04 15:59:59.999,0.7310585786300049,0.50000000076408
2017-09-04 19:59:59.999,0.7310585786300049,0.5000000000015902
2017-09-04 23:59:59.999,0.7310585786300049,0.5000000000056456
2017-09-05 03:59:59.999,0.7310585786300049,0.5000000000148556
2017-09-05 07:59:59.999,0.7310585786300049,0.5000000000000951
2017-09-05 11:59:59.999,0.7310585786300049,0.5000000000000419
2017-09-05 15:59:59.999,0.7310585786300049,0.5000000000002555
2017-09-05 19:59:59.999,0.7310585786300049,0.5000000000000023
2017-09-05 23:59:59.999,0.7310585786300049,0.5000000000000201
2017-09-06 03:59:59.999,0.7310585786300049,0.5000000000000147
2017-09-06 07:59:59.999,0.7310585786300049,0.5000000000000184
2017-09-06 11:59:59.999,0.7310585786300049,0.5000000000000102
2017-09-06 15:59:59.999,0.7310585786300049,0.5000000000000084
2017-09-06 16:00:00.000,0.7310585786300049,0.5000000000000192
2017-09-06 23:59:59.999,0.73105801611838,0.5000000000000357
2017-09-07 03:59:59.999,0.731043648381874,0.5000000000011627
