family,tf,variant,tf_data_exists,m1_exists,long_model,short_model,long_ext,short_ext,long_spec,short_spec,long_spec_feats,short_spec_feats,long_trades_rows,short_trades_rows,long_issues,short_issues,issues_overall,hint
LSTM,1h,V14,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_long_V14.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_short_V14.pt,.pt,.pt,True,True,20,20,0,8020,no_trades_csv_or_empty,ok,no_trades_csv_or_empty,запустити бектест або перевірити умови відкриття/сигнали
LSTM,1h,V15,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_long_V15.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_short_V15.pt,.pt,.pt,True,True,36,36,7855,8020,ok,ok,ok,ok
LSTM,30m,V1,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_long_V1.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_short_V1.pt,.pt,.pt,True,True,36,36,0,9799,no_trades_csv_or_empty,ok,no_trades_csv_or_empty,запустити бектест або перевірити умови відкриття/сигнали
LSTM,30m,V2,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_long_V2.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_short_V2.pt,.pt,.pt,True,True,2,2,1564,8671,ok,ok,ok,ok
LSTM,30m,V3,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_long_V3.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_short_V3.pt,.pt,.pt,True,True,2,2,8155,1722,ok,ok,ok,ok
LSTM,30m,V4,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_long_V4.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_short_V4.pt,.pt,.pt,True,True,4,4,7216,2808,ok,ok,ok,ok
LSTM,30m,V5,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_long_V5.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_short_V5.pt,.pt,.pt,True,True,3,3,7799,3692,ok,ok,ok,ok
LSTM,30m,V6,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_long_V6.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_short_V6.pt,.pt,.pt,True,True,5,5,6978,4663,ok,ok,ok,ok
LSTM,30m,V7,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_long_V7.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_short_V7.pt,.pt,.pt,True,True,3,3,4742,4948,ok,ok,ok,ok
LSTM,30m,V8,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_long_V8.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_short_V8.pt,.pt,.pt,True,True,3,3,7,9798,ok,ok,ok,ok
LSTM,30m,V9,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_long_V9.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_short_V9.pt,.pt,.pt,True,True,4,4,6561,3438,ok,ok,ok,ok
LSTM,30m,V10,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_long_V10.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_short_V10.pt,.pt,.pt,True,True,7,7,6776,5539,ok,ok,ok,ok
LSTM,30m,V11,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_long_V11.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_short_V11.pt,.pt,.pt,True,True,8,8,5548,6228,ok,ok,ok,ok
LSTM,30m,V12,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_long_V12.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_short_V12.pt,.pt,.pt,True,True,9,9,3459,8218,ok,ok,ok,ok
LSTM,30m,V13,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_long_V13.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_short_V13.pt,.pt,.pt,True,True,15,15,806,9107,ok,ok,ok,ok
LSTM,30m,V14,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_long_V14.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_short_V14.pt,.pt,.pt,True,True,20,20,0,9799,no_trades_csv_or_empty,ok,no_trades_csv_or_empty,запустити бектест або перевірити умови відкриття/сигнали
LSTM,30m,V15,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_long_V15.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_30m_short_V15.pt,.pt,.pt,True,True,36,36,9595,0,ok,no_trades_csv_or_empty,no_trades_csv_or_empty,запустити бектест або перевірити умови відкриття/сигнали
LSTM,15m,V1,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_long_V1.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_short_V1.pt,.pt,.pt,True,True,36,36,11397,0,ok,no_trades_csv_or_empty,no_trades_csv_or_empty,запустити бектест або перевірити умови відкриття/сигнали
LSTM,15m,V2,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_long_V2.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_short_V2.pt,.pt,.pt,True,True,2,2,7705,7390,ok,ok,ok,ok
LSTM,15m,V3,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_long_V3.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_short_V3.pt,.pt,.pt,True,True,2,2,9512,5285,ok,ok,ok,ok
LSTM,15m,V4,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_long_V4.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_short_V4.pt,.pt,.pt,True,True,4,4,11397,0,ok,no_trades_csv_or_empty,no_trades_csv_or_empty,запустити бектест або перевірити умови відкриття/сигнали
LSTM,15m,V5,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_long_V5.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_short_V5.pt,.pt,.pt,True,True,3,3,7767,5933,ok,ok,ok,ok
LSTM,15m,V6,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_long_V6.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_short_V6.pt,.pt,.pt,True,True,5,5,5273,7602,ok,ok,ok,ok
LSTM,15m,V7,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_long_V7.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_short_V7.pt,.pt,.pt,True,True,3,3,9446,2968,ok,ok,ok,ok
LSTM,15m,V8,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_long_V8.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_short_V8.pt,.pt,.pt,True,True,3,3,9728,5463,ok,ok,ok,ok
LSTM,15m,V9,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_long_V9.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_short_V9.pt,.pt,.pt,True,True,4,4,7149,5906,ok,ok,ok,ok
LSTM,15m,V10,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_long_V10.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_short_V10.pt,.pt,.pt,True,True,7,7,5592,7729,ok,ok,ok,ok
LSTM,15m,V11,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_long_V11.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_short_V11.pt,.pt,.pt,True,True,8,8,7279,5606,ok,ok,ok,ok
LSTM,15m,V12,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_long_V12.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_short_V12.pt,.pt,.pt,True,True,9,9,3977,9099,ok,ok,ok,ok
LSTM,15m,V13,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_long_V13.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_short_V13.pt,.pt,.pt,True,True,15,15,0,11441,no_trades_csv_or_empty,ok,no_trades_csv_or_empty,запустити бектест або перевірити умови відкриття/сигнали
LSTM,15m,V14,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_long_V14.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_short_V14.pt,.pt,.pt,True,True,20,20,0,11441,no_trades_csv_or_empty,ok,no_trades_csv_or_empty,запустити бектест або перевірити умови відкриття/сигнали
LSTM,15m,V15,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_long_V15.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_15m_short_V15.pt,.pt,.pt,True,True,36,36,11397,0,ok,no_trades_csv_or_empty,no_trades_csv_or_empty,запустити бектест або перевірити умови відкриття/сигнали
PPO,1d,V1,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,1d,V2,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,1d,V3,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,1d,V4,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,1d,V5,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,1d,V6,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,1d,V7,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,1d,V8,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,1d,V9,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,1d,V10,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,1d,V11,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,1d,V12,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,1d,V13,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,1d,V14,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,1d,V15,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,4h,V1,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,4h,V2,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,4h,V3,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,4h,V4,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,4h,V5,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,4h,V6,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,4h,V7,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,4h,V8,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,4h,V9,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,4h,V10,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,4h,V11,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,4h,V12,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,4h,V13,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,4h,V14,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,4h,V15,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,1h,V1,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,1h,V2,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,1h,V3,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,1h,V4,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,1h,V5,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,1h,V6,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,1h,V7,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,1h,V8,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,1h,V9,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,1h,V10,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,1h,V11,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,1h,V12,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,1h,V13,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,1h,V14,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,1h,V15,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,30m,V1,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,30m,V2,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,30m,V3,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,30m,V4,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,30m,V5,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,30m,V6,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,30m,V7,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,30m,V8,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,30m,V9,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,30m,V10,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,30m,V11,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,30m,V12,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,30m,V13,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,30m,V14,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,30m,V15,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,15m,V1,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,15m,V2,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,15m,V3,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,15m,V4,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,15m,V5,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,15m,V6,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,15m,V7,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,15m,V8,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,15m,V9,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,15m,V10,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,15m,V11,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,15m,V12,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,15m,V13,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,15m,V14,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
PPO,15m,V15,True,True,,,,,True,True,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
QLEARNING,1d,V1,True,True,,,,,False,False,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
QLEARNING,1d,V2,True,True,,,,,False,False,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
QLEARNING,1d,V3,True,True,,,,,False,False,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
QLEARNING,1d,V4,True,True,,,,,False,False,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
QLEARNING,1d,V5,True,True,,,,,False,False,0,0,0,0,"no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty","no_model_file,no_trades_csv_or_empty",перевірити файли моделей *_<tf>_<side>_Vx.ext
