family,tf,variant,tf_data_exists,m1_exists,long_model,short_model,long_ext,short_ext,long_spec,short_spec,long_spec_feats,short_spec_feats,long_trades_rows,short_trades_rows,long_issues,short_issues,issues_overall,hint
DQN,4h,V3,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_4h_long_V3.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_4h_short_V3.pt,.pt,.pt,True,True,2,2,1287,3701,ok,ok,ok,ok
DQN,4h,V4,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_4h_long_V4.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_4h_short_V4.pt,.pt,.pt,True,True,4,4,2642,1881,ok,ok,ok,ok
DQN,4h,V5,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_4h_long_V5.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_4h_short_V5.pt,.pt,.pt,True,True,3,3,2290,2420,ok,ok,ok,ok
DQN,4h,V6,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_4h_long_V6.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_4h_short_V6.pt,.pt,.pt,True,True,5,5,2348,2105,ok,ok,ok,ok
DQN,4h,V7,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_4h_long_V7.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_4h_short_V7.pt,.pt,.pt,True,True,3,3,2184,2450,ok,ok,ok,ok
DQN,4h,V8,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_4h_long_V8.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_4h_short_V8.pt,.pt,.pt,True,True,3,3,766,3954,ok,ok,ok,ok
DQN,4h,V9,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_4h_long_V9.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_4h_short_V9.pt,.pt,.pt,True,True,4,4,2987,1819,ok,ok,ok,ok
DQN,4h,V10,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_4h_long_V10.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_4h_short_V10.pt,.pt,.pt,True,True,7,7,1674,2892,ok,ok,ok,ok
DQN,4h,V11,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_4h_long_V11.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_4h_short_V11.pt,.pt,.pt,True,True,8,8,2372,2125,ok,ok,ok,ok
DQN,4h,V12,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_4h_long_V12.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_4h_short_V12.pt,.pt,.pt,True,True,9,9,2366,2261,ok,ok,ok,ok
DQN,4h,V13,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_4h_long_V13.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_4h_short_V13.pt,.pt,.pt,True,True,15,15,4409,4463,ok,ok,ok,ok
DQN,4h,V14,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_4h_long_V14.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_4h_short_V14.pt,.pt,.pt,True,True,20,20,4409,4463,ok,ok,ok,ok
DQN,4h,V15,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_4h_long_V15.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_4h_short_V15.pt,.pt,.pt,True,True,36,36,0,4463,no_trades_csv_or_empty,ok,no_trades_csv_or_empty,запустити бектест або перевірити умови відкриття/сигнали
DQN,1h,V1,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_long_V1.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_short_V1.pt,.pt,.pt,True,True,36,36,7855,8020,ok,ok,ok,ok
DQN,1h,V2,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_long_V2.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_short_V2.pt,.pt,.pt,True,True,2,2,2691,5570,ok,ok,ok,ok
DQN,1h,V3,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_long_V3.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_short_V3.pt,.pt,.pt,True,True,2,2,3126,6030,ok,ok,ok,ok
DQN,1h,V4,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_long_V4.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_short_V4.pt,.pt,.pt,True,True,4,4,5214,2834,ok,ok,ok,ok
DQN,1h,V5,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_long_V5.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_short_V5.pt,.pt,.pt,True,True,3,3,2909,5565,ok,ok,ok,ok
DQN,1h,V6,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_long_V6.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_short_V6.pt,.pt,.pt,True,True,5,5,2852,5275,ok,ok,ok,ok
DQN,1h,V7,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_long_V7.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_short_V7.pt,.pt,.pt,True,True,3,3,7429,548,ok,ok,ok,ok
DQN,1h,V8,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_long_V8.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_short_V8.pt,.pt,.pt,True,True,3,3,4674,6231,ok,ok,ok,ok
DQN,1h,V9,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_long_V9.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_short_V9.pt,.pt,.pt,True,True,4,4,1105,7122,ok,ok,ok,ok
DQN,1h,V10,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_long_V10.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_short_V10.pt,.pt,.pt,True,True,7,7,4172,4899,ok,ok,ok,ok
DQN,1h,V11,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_long_V11.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_short_V11.pt,.pt,.pt,True,True,8,8,3844,5786,ok,ok,ok,ok
DQN,1h,V12,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_long_V12.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_short_V12.pt,.pt,.pt,True,True,9,9,4354,5486,ok,ok,ok,ok
DQN,1h,V13,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_long_V13.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_short_V13.pt,.pt,.pt,True,True,15,15,7855,8020,ok,ok,ok,ok
DQN,1h,V14,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_long_V14.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_short_V14.pt,.pt,.pt,True,True,20,20,0,8020,no_trades_csv_or_empty,ok,no_trades_csv_or_empty,запустити бектест або перевірити умови відкриття/сигнали
DQN,1h,V15,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_long_V15.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_1h_short_V15.pt,.pt,.pt,True,True,36,36,7855,1322,ok,ok,ok,ok
DQN,30m,V1,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_long_V1.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_short_V1.pt,.pt,.pt,True,True,36,36,9595,0,ok,no_trades_csv_or_empty,no_trades_csv_or_empty,запустити бектест або перевірити умови відкриття/сигнали
DQN,30m,V2,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_long_V2.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_short_V2.pt,.pt,.pt,True,True,2,2,5846,4587,ok,ok,ok,ok
DQN,30m,V3,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_long_V3.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_short_V3.pt,.pt,.pt,True,True,2,2,2871,9053,ok,ok,ok,ok
DQN,30m,V4,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_long_V4.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_short_V4.pt,.pt,.pt,True,True,4,4,4712,4997,ok,ok,ok,ok
DQN,30m,V5,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_long_V5.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_short_V5.pt,.pt,.pt,True,True,3,3,6341,4578,ok,ok,ok,ok
DQN,30m,V6,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_long_V6.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_short_V6.pt,.pt,.pt,True,True,5,5,5608,4414,ok,ok,ok,ok
DQN,30m,V7,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_long_V7.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_short_V7.pt,.pt,.pt,True,True,3,3,4592,6502,ok,ok,ok,ok
DQN,30m,V8,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_long_V8.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_short_V8.pt,.pt,.pt,True,True,3,3,5633,4984,ok,ok,ok,ok
DQN,30m,V9,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_long_V9.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_short_V9.pt,.pt,.pt,True,True,4,4,4393,5543,ok,ok,ok,ok
DQN,30m,V10,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_long_V10.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_short_V10.pt,.pt,.pt,True,True,7,7,4736,5373,ok,ok,ok,ok
DQN,30m,V11,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_long_V11.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_short_V11.pt,.pt,.pt,True,True,8,8,5092,6393,ok,ok,ok,ok
DQN,30m,V12,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_long_V12.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_short_V12.pt,.pt,.pt,True,True,9,9,6677,3929,ok,ok,ok,ok
DQN,30m,V13,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_long_V13.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_short_V13.pt,.pt,.pt,True,True,15,15,0,9799,no_trades_csv_or_empty,ok,no_trades_csv_or_empty,запустити бектест або перевірити умови відкриття/сигнали
DQN,30m,V14,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_long_V14.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_short_V14.pt,.pt,.pt,True,True,20,20,8428,1579,ok,ok,ok,ok
DQN,30m,V15,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_long_V15.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_30m_short_V15.pt,.pt,.pt,True,True,36,36,9595,9799,ok,ok,ok,ok
DQN,15m,V1,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_long_V1.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_short_V1.pt,.pt,.pt,True,True,36,36,11397,0,ok,no_trades_csv_or_empty,no_trades_csv_or_empty,запустити бектест або перевірити умови відкриття/сигнали
DQN,15m,V2,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_long_V2.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_short_V2.pt,.pt,.pt,True,True,2,2,2427,9843,ok,ok,ok,ok
DQN,15m,V3,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_long_V3.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_short_V3.pt,.pt,.pt,True,True,2,2,19,11440,ok,ok,ok,ok
DQN,15m,V4,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_long_V4.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_short_V4.pt,.pt,.pt,True,True,4,4,5097,7401,ok,ok,ok,ok
DQN,15m,V5,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_long_V5.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_short_V5.pt,.pt,.pt,True,True,3,3,297,11276,ok,ok,ok,ok
DQN,15m,V6,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_long_V6.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_short_V6.pt,.pt,.pt,True,True,5,5,7982,4015,ok,ok,ok,ok
DQN,15m,V7,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_long_V7.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_short_V7.pt,.pt,.pt,True,True,3,3,8327,3854,ok,ok,ok,ok
DQN,15m,V8,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_long_V8.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_short_V8.pt,.pt,.pt,True,True,3,3,6286,7349,ok,ok,ok,ok
DQN,15m,V9,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_long_V9.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_short_V9.pt,.pt,.pt,True,True,4,4,6539,8897,ok,ok,ok,ok
DQN,15m,V10,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_long_V10.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_short_V10.pt,.pt,.pt,True,True,7,7,7390,8097,ok,ok,ok,ok
DQN,15m,V11,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_long_V11.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_short_V11.pt,.pt,.pt,True,True,8,8,3131,10031,ok,ok,ok,ok
DQN,15m,V12,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_long_V12.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_short_V12.pt,.pt,.pt,True,True,9,9,8301,7860,ok,ok,ok,ok
DQN,15m,V13,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_long_V13.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_short_V13.pt,.pt,.pt,True,True,15,15,11397,11441,ok,ok,ok,ok
DQN,15m,V14,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_long_V14.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_short_V14.pt,.pt,.pt,True,True,20,20,11040,1086,ok,ok,ok,ok
DQN,15m,V15,True,True,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_long_V15.pt,D:\Project\MeowBot\models\BTCUSDT\DQN\DQN_15m_short_V15.pt,.pt,.pt,True,True,36,36,11397,0,ok,no_trades_csv_or_empty,no_trades_csv_or_empty,запустити бектест або перевірити умови відкриття/сигнали
LSTM,1d,V1,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_long_V1.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_short_V1.pt,.pt,.pt,True,True,36,36,1321,0,ok,no_trades_csv_or_empty,no_trades_csv_or_empty,запустити бектест або перевірити умови відкриття/сигнали
LSTM,1d,V2,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_long_V2.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_short_V2.pt,.pt,.pt,True,True,2,2,967,359,ok,ok,ok,ok
LSTM,1d,V3,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_long_V3.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_short_V3.pt,.pt,.pt,True,True,2,2,557,876,ok,ok,ok,ok
LSTM,1d,V4,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_long_V4.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_short_V4.pt,.pt,.pt,True,True,4,4,636,681,ok,ok,ok,ok
LSTM,1d,V5,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_long_V5.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_short_V5.pt,.pt,.pt,True,True,3,3,731,629,ok,ok,ok,ok
LSTM,1d,V6,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_long_V6.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_short_V6.pt,.pt,.pt,True,True,5,5,617,702,ok,ok,ok,ok
LSTM,1d,V7,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_long_V7.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_short_V7.pt,.pt,.pt,True,True,3,3,637,682,ok,ok,ok,ok
LSTM,1d,V8,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_long_V8.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_short_V8.pt,.pt,.pt,True,True,3,3,993,337,ok,ok,ok,ok
LSTM,1d,V9,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_long_V9.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_short_V9.pt,.pt,.pt,True,True,4,4,934,419,ok,ok,ok,ok
LSTM,1d,V10,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_long_V10.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_short_V10.pt,.pt,.pt,True,True,7,7,619,721,ok,ok,ok,ok
LSTM,1d,V11,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_long_V11.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_short_V11.pt,.pt,.pt,True,True,8,8,755,579,ok,ok,ok,ok
LSTM,1d,V12,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_long_V12.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_short_V12.pt,.pt,.pt,True,True,9,9,882,461,ok,ok,ok,ok
LSTM,1d,V13,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_long_V13.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_short_V13.pt,.pt,.pt,True,True,15,15,1321,0,ok,no_trades_csv_or_empty,no_trades_csv_or_empty,запустити бектест або перевірити умови відкриття/сигнали
LSTM,1d,V14,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_long_V14.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_short_V14.pt,.pt,.pt,True,True,20,20,1321,0,ok,no_trades_csv_or_empty,no_trades_csv_or_empty,запустити бектест або перевірити умови відкриття/сигнали
LSTM,1d,V15,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_long_V15.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1d_short_V15.pt,.pt,.pt,True,True,36,36,1321,0,ok,no_trades_csv_or_empty,no_trades_csv_or_empty,запустити бектест або перевірити умови відкриття/сигнали
LSTM,4h,V1,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_long_V1.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_short_V1.pt,.pt,.pt,True,True,36,36,4409,4463,ok,ok,ok,ok
LSTM,4h,V2,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_long_V2.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_short_V2.pt,.pt,.pt,True,True,2,2,2273,2242,ok,ok,ok,ok
LSTM,4h,V3,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_long_V3.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_short_V3.pt,.pt,.pt,True,True,2,2,1093,3512,ok,ok,ok,ok
LSTM,4h,V4,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_long_V4.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_short_V4.pt,.pt,.pt,True,True,4,4,2428,2015,ok,ok,ok,ok
LSTM,4h,V5,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_long_V5.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_short_V5.pt,.pt,.pt,True,True,3,3,692,3842,ok,ok,ok,ok
LSTM,4h,V6,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_long_V6.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_short_V6.pt,.pt,.pt,True,True,5,5,2071,2376,ok,ok,ok,ok
LSTM,4h,V7,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_long_V7.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_short_V7.pt,.pt,.pt,True,True,3,3,1899,2546,ok,ok,ok,ok
LSTM,4h,V8,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_long_V8.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_short_V8.pt,.pt,.pt,True,True,3,3,1649,3015,ok,ok,ok,ok
LSTM,4h,V9,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_long_V9.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_short_V9.pt,.pt,.pt,True,True,4,4,2113,2482,ok,ok,ok,ok
LSTM,4h,V10,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_long_V10.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_short_V10.pt,.pt,.pt,True,True,7,7,2001,2857,ok,ok,ok,ok
LSTM,4h,V11,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_long_V11.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_short_V11.pt,.pt,.pt,True,True,8,8,3999,492,ok,ok,ok,ok
LSTM,4h,V12,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_long_V12.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_short_V12.pt,.pt,.pt,True,True,9,9,3406,1221,ok,ok,ok,ok
LSTM,4h,V13,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_long_V13.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_short_V13.pt,.pt,.pt,True,True,15,15,0,4463,no_trades_csv_or_empty,ok,no_trades_csv_or_empty,запустити бектест або перевірити умови відкриття/сигнали
LSTM,4h,V14,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_long_V14.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_short_V14.pt,.pt,.pt,True,True,20,20,4409,4463,ok,ok,ok,ok
LSTM,4h,V15,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_long_V15.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_4h_short_V15.pt,.pt,.pt,True,True,36,36,4409,4463,ok,ok,ok,ok
LSTM,1h,V1,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_long_V1.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_short_V1.pt,.pt,.pt,True,True,36,36,7855,8020,ok,ok,ok,ok
LSTM,1h,V2,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_long_V2.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_short_V2.pt,.pt,.pt,True,True,2,2,4554,3863,ok,ok,ok,ok
LSTM,1h,V3,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_long_V3.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_short_V3.pt,.pt,.pt,True,True,2,2,735,7471,ok,ok,ok,ok
LSTM,1h,V4,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_long_V4.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_short_V4.pt,.pt,.pt,True,True,4,4,4099,4026,ok,ok,ok,ok
LSTM,1h,V5,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_long_V5.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_short_V5.pt,.pt,.pt,True,True,3,3,5584,4857,ok,ok,ok,ok
LSTM,1h,V6,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_long_V6.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_short_V6.pt,.pt,.pt,True,True,5,5,2683,5326,ok,ok,ok,ok
LSTM,1h,V7,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_long_V7.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_short_V7.pt,.pt,.pt,True,True,3,3,3367,8020,ok,ok,ok,ok
LSTM,1h,V8,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_long_V8.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_short_V8.pt,.pt,.pt,True,True,3,3,3193,5694,ok,ok,ok,ok
LSTM,1h,V9,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_long_V9.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_short_V9.pt,.pt,.pt,True,True,4,4,3918,5337,ok,ok,ok,ok
LSTM,1h,V10,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_long_V10.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_short_V10.pt,.pt,.pt,True,True,7,7,4574,3978,ok,ok,ok,ok
LSTM,1h,V11,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_long_V11.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_short_V11.pt,.pt,.pt,True,True,8,8,2968,5392,ok,ok,ok,ok
LSTM,1h,V12,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_long_V12.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_short_V12.pt,.pt,.pt,True,True,9,9,6055,3895,ok,ok,ok,ok
LSTM,1h,V13,True,True,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_long_V13.pt,D:\Project\MeowBot\models\BTCUSDT\LSTM\LSTM_1h_short_V13.pt,.pt,.pt,True,True,15,15,7855,8020,ok,ok,ok,ok
